grn_id,po_id,line_item_id,vendor_id,project_id,material_id,receipt_date,qty_delivered,qty_accepted,qty_rejected,grn_status,inspection_result,inspection_certificate,delivery_note_ref,storage_location,received_by,remarks,damage_flag,temperature_check,created_date
GRN-2022-0000210,PO-2023-0000011,PO-2023-0000011-L001,VND-000501,PRJ-2023-00246,MAT-00000536,2022-03-30,331,331,0,ACCEPTED,PASSED,CERT-28830282,DN-872MGI,SITE-E-WAREHOUSE-SEC-02,Louis Martin,,False,False,2022-03-30
GRN-2025-0000211,PO-2019-0000303,PO-2019-0000303-L003,VND-000991,PRJ-2024-00218,MAT-00000208,2025-10-15,197,197,0,INSPECTED,PASSED,CERT-75998330,DN-949VGG,SITE-E-WAREHOUSE-SEC-06,Michelle Evans,,False,False,2025-10-15
GRN-2019-0000212,PO-2020-0000540,PO-2020-0000540-L002,VND-000548,PRJ-2020-00441,MAT-00000184,2019-04-26,141,141,0,INSPECTED,PASSED,CERT-71380637,DN-055RHA,SITE-E-WAREHOUSE-SEC-03,Rebecca Swanson,,False,False,2019-04-26
GRN-2023-0000213,PO-2019-0000424,PO-2019-0000424-L011,VND-000896,PRJ-2023-00240,MAT-00000721,2023-10-05,188,188,0,ACCEPTED,PASSED,CERT-39332201,DN-097QPY,SITE-A-WAREHOUSE-SEC-06,Laura Perez,,False,False,2023-10-05
GRN-2025-0000214,PO-2020-0000507,PO-2020-0000507-L003,VND-000415,PRJ-2020-00309,MAT-00000898,2025-02-14,442,442,0,INSPECTED,PASSED,CERT-41802361,DN-097KHO,SITE-D-WAREHOUSE-SEC-01,Patricia James,,False,False,2025-02-14
GRN-2025-0000215,PO-2020-0000721,PO-2020-0000721-L016,VND-000256,PRJ-2020-00989,MAT-00000128,2025-04-16,402,402,0,ACCEPTED,PASSED,CERT-81441519,DN-309SHM,SITE-B-WAREHOUSE-SEC-01,Erik Hernandez,,False,False,2025-04-16
GRN-2024-0000216,PO-2022-0000564,PO-2022-0000564-L010,VND-000987,PRJ-2021-00692,MAT-00000002,2024-12-13,461,0,461,REJECTED,FAILED,,DN-368XNE,SITE-A-WAREHOUSE-SEC-02,Nancy Brown,,False,False,2024-12-13
GRN-2025-0000217,PO-2019-0000042,PO-2019-0000042-L010,VND-000399,PRJ-2023-00205,MAT-00000925,2025-06-14,365,365,0,INSPECTED,PASSED,CERT-29081953,DN-283JUQ,SITE-B-WAREHOUSE-SEC-06,James Frye,,False,False,2025-06-14
GRN-2022-0000218,PO-2024-0000305,PO-2024-0000305-L013,VND-000947,PRJ-2019-00676,MAT-00000250,2022-05-23,264,264,0,RECEIVED,CONDITIONAL,CERT-53928023,DN-785IWR,SITE-C-WAREHOUSE-SEC-04,Michelle Schneider,,False,False,2022-05-23
GRN-2019-0000219,PO-2022-0000447,PO-2022-0000447-L017,VND-000723,PRJ-2022-00149,MAT-00000074,2019-02-02,436,436,0,ACCEPTED,PASSED,CERT-67665720,DN-497MPR,SITE-E-WAREHOUSE-SEC-04,Courtney Dudley,,False,False,2019-02-02
GRN-2021-0000220,PO-2024-0000915,PO-2024-0000915-L014,VND-000220,PRJ-2022-00123,MAT-00000010,2021-06-25,404,0,404,REJECTED,FAILED,,DN-443STF,SITE-A-WAREHOUSE-SEC-01,Gregory Peck,,False,False,2021-06-25
GRN-2025-0000221,PO-2019-0000441,PO-2019-0000441-L018,VND-000251,PRJ-2022-00017,MAT-00000885,2025-03-09,353,353,0,ACCEPTED,PASSED,CERT-46778269,DN-441KRI,SITE-C-WAREHOUSE-SEC-02,William Cardenas,Fact explain research.,False,True,2025-03-09
GRN-2024-0000222,PO-2024-0000437,PO-2024-0000437-L015,VND-000237,PRJ-2020-00759,MAT-00000261,2024-12-24,372,372,0,ACCEPTED,PASSED,CERT-22775337,DN-574VEN,SITE-B-WAREHOUSE-SEC-04,Joshua Fitzpatrick,Case past only drug.,False,False,2024-12-24
GRN-2020-0000223,PO-2020-0000612,PO-2020-0000612-L001,VND-000022,PRJ-2023-00346,MAT-00000745,2020-03-02,419,419,0,ACCEPTED,PASSED,CERT-19506414,DN-833DGA,SITE-D-WAREHOUSE-SEC-06,John Maldonado,,False,False,2020-03-02
GRN-2019-0000224,PO-2020-0000519,PO-2020-0000519-L002,VND-000730,PRJ-2023-00055,MAT-00000370,2019-03-10,417,417,0,ACCEPTED,PASSED,CERT-11137460,DN-208KAP,SITE-B-WAREHOUSE-SEC-01,Sherry Woods,,False,False,2019-03-10
GRN-2020-0000225,PO-2023-0000971,PO-2023-0000971-L001,VND-000213,PRJ-2020-00459,MAT-00000946,2020-04-21,227,227,0,ACCEPTED,PASSED,CERT-26529882,DN-345SPD,SITE-A-WAREHOUSE-SEC-01,Ann Andrews,,False,False,2020-04-21
GRN-2021-0000226,PO-2023-0000873,PO-2023-0000873-L003,VND-000038,PRJ-2024-00556,MAT-00000990,2021-11-04,284,284,0,RECEIVED,PASSED,CERT-13600310,DN-802ALC,SITE-E-WAREHOUSE-SEC-06,Jennifer Simpson DVM,,False,False,2021-11-04
GRN-2023-0000227,PO-2021-0000140,PO-2021-0000140-L014,VND-000799,PRJ-2023-00220,MAT-00000021,2023-05-03,28,28,0,INSPECTED,PASSED,CERT-77052833,DN-400TKM,SITE-D-WAREHOUSE-SEC-04,William Mitchell,,False,False,2023-05-03
GRN-2019-0000228,PO-2019-0000303,PO-2019-0000303-L005,VND-000991,PRJ-2024-00218,MAT-00000867,2019-08-04,292,0,292,REJECTED,FAILED,,DN-887IGD,SITE-C-WAREHOUSE-SEC-05,Robert Rivera,,False,False,2019-08-04
GRN-2019-0000229,PO-2019-0000889,PO-2019-0000889-L011,VND-000735,PRJ-2023-00248,MAT-00000030,2019-07-23,31,31,0,RECEIVED,PASSED,CERT-77249653,DN-742AVV,SITE-E-WAREHOUSE-SEC-03,Laura Todd,,False,False,2019-07-23
GRN-2024-0000230,PO-2023-0000134,PO-2023-0000134-L009,VND-000997,PRJ-2022-00345,MAT-00000297,2024-09-18,41,41,0,RECEIVED,PASSED,CERT-62443094,DN-296BGU,SITE-B-WAREHOUSE-SEC-02,Michael Lopez,,False,False,2024-09-18
GRN-2024-0000231,PO-2024-0000305,PO-2024-0000305-L003,VND-000947,PRJ-2019-00676,MAT-00000881,2024-01-30,123,0,123,RETURNED,FAILED,,DN-275PAQ,SITE-B-WAREHOUSE-SEC-01,Jeremy Adams,Few reveal activity president realize.,False,True,2024-01-30
GRN-2024-0000232,PO-2020-0000142,PO-2020-0000142-L011,VND-000315,PRJ-2023-00775,MAT-00000470,2024-12-25,71,71,0,RECEIVED,PASSED,CERT-56533974,DN-017TKZ,SITE-A-WAREHOUSE-SEC-02,Tammy Barron,,False,False,2024-12-25
GRN-2020-0000233,PO-2022-0000145,PO-2022-0000145-L001,VND-000481,PRJ-2023-00582,MAT-00000043,2020-03-01,454,454,0,INSPECTED,PASSED,CERT-46504617,DN-414XNO,SITE-A-WAREHOUSE-SEC-03,Casey Hernandez,,False,False,2020-03-01
GRN-2024-0000234,PO-2024-0000305,PO-2024-0000305-L014,VND-000947,PRJ-2019-00676,MAT-00000520,2024-10-17,440,440,0,RECEIVED,PASSED,CERT-23811663,DN-956SJE,SITE-B-WAREHOUSE-SEC-03,Rebecca Petersen,,False,False,2024-10-17
GRN-2024-0000235,PO-2020-0000751,PO-2020-0000751-L015,VND-000345,PRJ-2023-00480,MAT-00000201,2024-08-29,24,24,0,RECEIVED,FAILED,,DN-391HCH,SITE-C-WAREHOUSE-SEC-04,Angela Elliott,,False,True,2024-08-29
GRN-2025-0000236,PO-2024-0000977,PO-2024-0000977-L008,VND-000691,PRJ-2019-00844,MAT-00000292,2025-08-02,128,128,0,INSPECTED,PASSED,CERT-86710258,DN-088MKI,SITE-C-WAREHOUSE-SEC-03,Garrett Meyer,,False,False,2025-08-02
GRN-2020-0000237,PO-2024-0000471,PO-2024-0000471-L016,VND-000102,PRJ-2019-00614,MAT-00000817,2020-08-26,450,450,0,ACCEPTED,PASSED,CERT-84234670,DN-139FFG,SITE-C-WAREHOUSE-SEC-03,Anthony Anderson,,False,False,2020-08-26
GRN-2025-0000238,PO-2020-0000051,PO-2020-0000051-L006,VND-000196,PRJ-2019-00654,MAT-00000585,2025-09-10,498,498,0,ACCEPTED,PASSED,CERT-42900372,DN-679DJD,SITE-B-WAREHOUSE-SEC-06,Elizabeth Johnson,,False,True,2025-09-10
GRN-2023-0000239,PO-2022-0000974,PO-2022-0000974-L001,VND-000606,PRJ-2019-00698,MAT-00000373,2023-01-01,172,172,0,RECEIVED,PASSED,CERT-23951801,DN-403LEC,SITE-D-WAREHOUSE-SEC-06,Michael Weaver,,False,False,2023-01-01
GRN-2019-0000240,PO-2022-0000129,PO-2022-0000129-L003,VND-000633,PRJ-2019-00885,MAT-00000059,2019-09-24,119,119,0,RECEIVED,FAILED,,DN-017CSA,SITE-D-WAREHOUSE-SEC-06,Chad May,,False,False,2019-09-24
GRN-2023-0000241,PO-2020-0000849,PO-2020-0000849-L010,VND-000308,PRJ-2022-00006,MAT-00000624,2023-08-11,32,32,0,ACCEPTED,PASSED,CERT-52279780,DN-656CYY,SITE-B-WAREHOUSE-SEC-02,Victor Baxter,,False,False,2023-08-11
GRN-2021-0000242,PO-2020-0000519,PO-2020-0000519-L007,VND-000730,PRJ-2023-00055,MAT-00000990,2021-10-27,70,0,70,REJECTED,FAILED,,DN-251LIZ,SITE-A-WAREHOUSE-SEC-02,Monica Walker,,False,False,2021-10-27
GRN-2021-0000243,PO-2019-0000829,PO-2019-0000829-L004,VND-000250,PRJ-2022-00859,MAT-00000121,2021-03-03,437,437,0,ACCEPTED,PASSED,CERT-50831043,DN-004DRU,SITE-A-WAREHOUSE-SEC-02,Kim Morrow,,False,True,2021-03-03
GRN-2025-0000244,PO-2020-0000778,PO-2020-0000778-L008,VND-000881,PRJ-2022-00400,MAT-00000131,2025-07-22,183,183,0,INSPECTED,PASSED,CERT-44918995,DN-375JRM,SITE-E-WAREHOUSE-SEC-01,Molly Rodriguez,,False,False,2025-07-22
GRN-2025-0000245,PO-2019-0000160,PO-2019-0000160-L004,VND-000302,PRJ-2019-00053,MAT-00000392,2025-03-13,53,53,0,RECEIVED,PASSED,CERT-39835008,DN-690PNE,SITE-A-WAREHOUSE-SEC-01,Andrew Harper,Each analysis keep.,False,False,2025-03-13
GRN-2024-0000246,PO-2024-0000158,PO-2024-0000158-L017,VND-000621,PRJ-2023-00805,MAT-00000990,2024-02-08,417,417,0,INSPECTED,PASSED,CERT-96702893,DN-830IGS,SITE-A-WAREHOUSE-SEC-01,Thomas Johnston,,False,False,2024-02-08
GRN-2025-0000247,PO-2023-0000853,PO-2023-0000853-L004,VND-000092,PRJ-2024-00067,MAT-00000807,2025-10-21,87,87,0,ACCEPTED,PASSED,CERT-13957046,DN-995PTJ,SITE-D-WAREHOUSE-SEC-06,Ms. Jennifer Hill,,False,False,2025-10-21
GRN-2020-0000248,PO-2023-0000916,PO-2023-0000916-L014,VND-000533,PRJ-2024-00810,MAT-00000208,2020-11-11,318,318,0,RECEIVED,PASSED,CERT-65296657,DN-892ORB,SITE-B-WAREHOUSE-SEC-06,Amber Cooper,,False,True,2020-11-11
GRN-2022-0000249,PO-2020-0000849,PO-2020-0000849-L014,VND-000308,PRJ-2022-00006,MAT-00000560,2022-10-06,128,81,47,PARTIALLY_ACCEPTED,PASSED,CERT-58199211,DN-685SAA,SITE-A-WAREHOUSE-SEC-04,James Webster,,False,False,2022-10-06
GRN-2023-0000250,PO-2020-0000751,PO-2020-0000751-L008,VND-000345,PRJ-2023-00480,MAT-00000467,2023-04-23,306,306,0,RECEIVED,PASSED,CERT-73308406,DN-733TTJ,SITE-A-WAREHOUSE-SEC-03,Suzanne Hart,,False,False,2023-04-23
GRN-2020-0000251,PO-2022-0000149,PO-2022-0000149-L003,VND-000399,PRJ-2019-00697,MAT-00000630,2020-01-29,406,406,0,ACCEPTED,PASSED,CERT-62133188,DN-688IYP,SITE-B-WAREHOUSE-SEC-05,Gary Miller,,False,False,2020-01-29
GRN-2020-0000252,PO-2019-0000791,PO-2019-0000791-L011,VND-000924,PRJ-2020-00142,MAT-00000728,2020-10-29,468,468,0,ACCEPTED,PASSED,CERT-86188876,DN-751IUM,SITE-A-WAREHOUSE-SEC-06,James Jacobs,,False,False,2020-10-29
GRN-2025-0000253,PO-2021-0000118,PO-2021-0000118-L001,VND-000671,PRJ-2020-00373,MAT-00000466,2025-02-16,20,20,0,INSPECTED,PASSED,CERT-12674689,DN-013ZWL,SITE-A-WAREHOUSE-SEC-02,Kristin Mendoza,,True,False,2025-02-16
GRN-2020-0000254,PO-2023-0000853,PO-2023-0000853-L001,VND-000092,PRJ-2024-00067,MAT-00000981,2020-06-14,433,0,433,REJECTED,FAILED,,DN-540NMV,SITE-A-WAREHOUSE-SEC-01,Zachary Mendoza,,False,False,2020-06-14
GRN-2023-0000255,PO-2020-0000778,PO-2020-0000778-L012,VND-000881,PRJ-2022-00400,MAT-00000935,2023-10-28,340,203,137,PARTIALLY_ACCEPTED,PASSED,CERT-28314232,DN-393ZPJ,SITE-A-WAREHOUSE-SEC-03,Douglas Owens,,False,False,2023-10-28
GRN-2024-0000256,PO-2023-0000684,PO-2023-0000684-L009,VND-000643,PRJ-2022-00411,MAT-00000137,2024-04-24,288,183,105,PARTIALLY_ACCEPTED,PASSED,CERT-49529438,DN-544XGF,SITE-E-WAREHOUSE-SEC-02,Robert Bowen,Trial have including none determine.,False,False,2024-04-24
GRN-2023-0000257,PO-2020-0000715,PO-2020-0000715-L001,VND-000130,PRJ-2020-00699,MAT-00000440,2023-06-12,309,309,0,RECEIVED,PASSED,CERT-23973438,DN-204JLL,SITE-E-WAREHOUSE-SEC-02,Elizabeth Gonzalez,,False,False,2023-06-12
GRN-2020-0000258,PO-2022-0000974,PO-2022-0000974-L002,VND-000606,PRJ-2019-00698,MAT-00000100,2020-12-28,421,0,421,RETURNED,PASSED,CERT-38143348,DN-369PFJ,SITE-C-WAREHOUSE-SEC-04,Melinda Scott,,False,False,2020-12-28
GRN-2019-0000259,PO-2022-0000447,PO-2022-0000447-L006,VND-000723,PRJ-2022-00149,MAT-00000118,2019-07-31,497,86,411,PARTIALLY_ACCEPTED,PASSED,CERT-60378298,DN-777KUY,SITE-D-WAREHOUSE-SEC-04,Charles Payne,True my politics arrive.,False,False,2019-07-31
GRN-2024-0000260,PO-2019-0000439,PO-2019-0000439-L001,VND-000711,PRJ-2023-00346,MAT-00000635,2024-01-18,434,434,0,RECEIVED,PASSED,CERT-24055958,DN-010WAA,SITE-C-WAREHOUSE-SEC-01,Mark Jones,Across media health.,False,False,2024-01-18
GRN-2024-0000261,PO-2024-0000305,PO-2024-0000305-L012,VND-000947,PRJ-2019-00676,MAT-00000935,2024-09-04,315,315,0,ACCEPTED,PASSED,CERT-32145548,DN-997QFB,SITE-A-WAREHOUSE-SEC-04,Juan Smith,,False,True,2024-09-04
GRN-2021-0000262,PO-2022-0000209,PO-2022-0000209-L009,VND-000664,PRJ-2024-00085,MAT-00000141,2021-10-04,474,474,0,ACCEPTED,PASSED,CERT-41883191,DN-848SBG,SITE-C-WAREHOUSE-SEC-06,Megan Drake,Blood benefit chance court.,False,False,2021-10-04
GRN-2022-0000263,PO-2019-0000441,PO-2019-0000441-L014,VND-000251,PRJ-2022-00017,MAT-00000972,2022-12-05,422,422,0,RECEIVED,PASSED,CERT-13454186,DN-845RYZ,SITE-E-WAREHOUSE-SEC-04,Tyler Stevens,,False,False,2022-12-05
GRN-2022-0000264,PO-2024-0000287,PO-2024-0000287-L001,VND-000734,PRJ-2024-00850,MAT-00000263,2022-12-05,459,459,0,ACCEPTED,PASSED,CERT-62013009,DN-334RFP,SITE-C-WAREHOUSE-SEC-01,Marie Johnson MD,,False,False,2022-12-05
GRN-2022-0000265,PO-2019-0000692,PO-2019-0000692-L007,VND-000021,PRJ-2020-00812,MAT-00000393,2022-10-16,138,138,0,INSPECTED,PASSED,CERT-99586100,DN-687DOA,SITE-A-WAREHOUSE-SEC-02,Angela Bruce,Not teach believe month amount.,False,False,2022-10-16
GRN-2022-0000266,PO-2022-0000129,PO-2022-0000129-L002,VND-000633,PRJ-2019-00885,MAT-00000244,2022-09-25,199,199,0,RECEIVED,PASSED,CERT-73729850,DN-397RCE,SITE-D-WAREHOUSE-SEC-05,Diana Daniels,,False,False,2022-09-25
GRN-2022-0000267,PO-2024-0000437,PO-2024-0000437-L014,VND-000237,PRJ-2020-00759,MAT-00000926,2022-10-20,265,265,0,ACCEPTED,PASSED,CERT-70269093,DN-025BNL,SITE-E-WAREHOUSE-SEC-02,Robert Nicholson,,False,False,2022-10-20
GRN-2025-0000268,PO-2023-0000474,PO-2023-0000474-L006,VND-000440,PRJ-2023-00702,MAT-00000035,2025-04-14,223,0,223,RETURNED,PASSED,CERT-18994192,DN-142KPK,SITE-B-WAREHOUSE-SEC-05,Jasmine Mosley,Himself science so ready bad.,False,False,2025-04-14
GRN-2025-0000269,PO-2023-0000916,PO-2023-0000916-L015,VND-000533,PRJ-2024-00810,MAT-00000322,2025-11-16,359,359,0,RECEIVED,PASSED,CERT-25102023,DN-501BOE,SITE-E-WAREHOUSE-SEC-05,Randy Friedman,,False,False,2025-11-16
GRN-2025-0000270,PO-2019-0000829,PO-2019-0000829-L004,VND-000250,PRJ-2022-00859,MAT-00000121,2025-05-27,52,52,0,ACCEPTED,PASSED,CERT-45451818,DN-650ORY,SITE-E-WAREHOUSE-SEC-03,Katherine Kelly DVM,,False,False,2025-05-27
GRN-2019-0000271,PO-2021-0000363,PO-2021-0000363-L001,VND-000118,PRJ-2023-00741,MAT-00000625,2019-07-25,356,356,0,ACCEPTED,PASSED,CERT-54492381,DN-629QYF,SITE-A-WAREHOUSE-SEC-04,Elizabeth Wright,,True,False,2019-07-25
GRN-2021-0000272,PO-2024-0000437,PO-2024-0000437-L008,VND-000237,PRJ-2020-00759,MAT-00000448,2021-09-09,160,72,88,PARTIALLY_ACCEPTED,PASSED,CERT-69473299,DN-114JYT,SITE-A-WAREHOUSE-SEC-02,Brittany Price,,False,False,2021-09-09
GRN-2023-0000273,PO-2021-0000600,PO-2021-0000600-L007,VND-000537,PRJ-2023-00582,MAT-00000488,2023-09-06,209,0,209,REJECTED,FAILED,,DN-511ATC,SITE-E-WAREHOUSE-SEC-03,Derrick Anderson,,False,False,2023-09-06
GRN-2023-0000274,PO-2020-0000715,PO-2020-0000715-L014,VND-000130,PRJ-2020-00699,MAT-00000472,2023-03-30,15,0,15,REJECTED,FAILED,,DN-267JJG,SITE-B-WAREHOUSE-SEC-02,Alexander Gomez,,False,False,2023-03-30
GRN-2024-0000275,PO-2022-0000209,PO-2022-0000209-L002,VND-000664,PRJ-2024-00085,MAT-00000041,2024-03-04,326,326,0,ACCEPTED,PASSED,CERT-89731181,DN-199YUY,SITE-A-WAREHOUSE-SEC-02,Jason Maxwell,,False,False,2024-03-04
GRN-2023-0000276,PO-2022-0000974,PO-2022-0000974-L005,VND-000606,PRJ-2019-00698,MAT-00000517,2023-12-19,426,426,0,INSPECTED,PASSED,CERT-16664050,DN-839HKR,SITE-A-WAREHOUSE-SEC-03,Charles Turner,,False,False,2023-12-19
GRN-2025-0000277,PO-2024-0000471,PO-2024-0000471-L014,VND-000102,PRJ-2019-00614,MAT-00000206,2025-09-20,210,210,0,INSPECTED,PASSED,CERT-27758896,DN-721KBR,SITE-A-WAREHOUSE-SEC-06,John Jones,,False,True,2025-09-20
GRN-2021-0000278,PO-2021-0000140,PO-2021-0000140-L015,VND-000799,PRJ-2023-00220,MAT-00000023,2021-05-21,330,0,330,RETURNED,FAILED,,DN-437MNM,SITE-D-WAREHOUSE-SEC-04,Chad Smith,,False,False,2021-05-21
GRN-2023-0000279,PO-2020-0000724,PO-2020-0000724-L012,VND-000967,PRJ-2023-00979,MAT-00000368,2023-07-11,340,340,0,RECEIVED,PASSED,CERT-47940248,DN-659YZV,SITE-E-WAREHOUSE-SEC-06,Jeffrey Colon,,False,True,2023-07-11
GRN-2021-0000280,PO-2021-0000600,PO-2021-0000600-L001,VND-000537,PRJ-2023-00582,MAT-00000598,2021-11-30,488,488,0,ACCEPTED,PASSED,CERT-42252798,DN-924UMS,SITE-C-WAREHOUSE-SEC-02,Ernest Oconnell,,False,False,2021-11-30
GRN-2023-0000281,PO-2020-0000715,PO-2020-0000715-L014,VND-000130,PRJ-2020-00699,MAT-00000472,2023-06-01,336,255,81,PARTIALLY_ACCEPTED,PASSED,CERT-14740436,DN-547KYP,SITE-C-WAREHOUSE-SEC-04,Douglas Hartman,,False,False,2023-06-01
GRN-2021-0000282,PO-2022-0000447,PO-2022-0000447-L012,VND-000723,PRJ-2022-00149,MAT-00000904,2021-12-10,244,244,0,ACCEPTED,PASSED,CERT-32815223,DN-519MLI,SITE-C-WAREHOUSE-SEC-05,Randall Johnson,,False,False,2021-12-10
GRN-2019-0000283,PO-2020-0000488,PO-2020-0000488-L018,VND-000150,PRJ-2024-00779,MAT-00000198,2019-12-15,391,94,297,PARTIALLY_ACCEPTED,PASSED,CERT-57685330,DN-737ZSS,SITE-C-WAREHOUSE-SEC-06,Ryan Pope,,False,False,2019-12-15
GRN-2021-0000284,PO-2022-0000145,PO-2022-0000145-L001,VND-000481,PRJ-2023-00582,MAT-00000043,2021-01-28,241,0,241,REJECTED,FAILED,,DN-724PQQ,SITE-E-WAREHOUSE-SEC-05,Jay Bennett,Wrong look husband media turn.,False,False,2021-01-28
GRN-2025-0000285,PO-2024-0000128,PO-2024-0000128-L006,VND-000228,PRJ-2024-00321,MAT-00000765,2025-03-19,438,438,0,RECEIVED,PASSED,CERT-86424055,DN-680YXS,SITE-B-WAREHOUSE-SEC-02,Kimberly Little,,False,False,2025-03-19
GRN-2025-0000286,PO-2022-0000447,PO-2022-0000447-L001,VND-000723,PRJ-2022-00149,MAT-00000983,2025-06-10,91,91,0,ACCEPTED,PASSED,CERT-38102825,DN-113QQW,SITE-A-WAREHOUSE-SEC-01,Lonnie Hart,,False,False,2025-06-10
GRN-2022-0000287,PO-2021-0000455,PO-2021-0000455-L005,VND-000323,PRJ-2020-00142,MAT-00000504,2022-08-08,325,325,0,ACCEPTED,PASSED,CERT-61447859,DN-656GAG,SITE-D-WAREHOUSE-SEC-04,Jorge Stone,Reach determine hear leg quickly real.,False,False,2022-08-08
GRN-2019-0000288,PO-2024-0000437,PO-2024-0000437-L003,VND-000237,PRJ-2020-00759,MAT-00000955,2019-01-03,347,347,0,INSPECTED,PASSED,CERT-56217844,DN-250EGS,SITE-B-WAREHOUSE-SEC-02,Vernon Wilson,,False,False,2019-01-03
GRN-2021-0000289,PO-2021-0000413,PO-2021-0000413-L008,VND-000938,PRJ-2019-00841,MAT-00000802,2021-09-24,234,0,234,REJECTED,FAILED,,DN-254VDY,SITE-E-WAREHOUSE-SEC-05,John Alvarez,,False,False,2021-09-24
GRN-2022-0000290,PO-2019-0000303,PO-2019-0000303-L003,VND-000991,PRJ-2024-00218,MAT-00000208,2022-07-26,416,0,416,REJECTED,FAILED,,DN-775ETC,SITE-A-WAREHOUSE-SEC-02,Ashley Sweeney,,False,True,2022-07-26
GRN-2023-0000291,PO-2021-0000413,PO-2021-0000413-L010,VND-000938,PRJ-2019-00841,MAT-00000113,2023-05-11,193,164,29,PARTIALLY_ACCEPTED,PASSED,CERT-16437132,DN-123HLJ,SITE-E-WAREHOUSE-SEC-05,Justin Mullen,,False,True,2023-05-11
GRN-2024-0000292,PO-2019-0000080,PO-2019-0000080-L003,VND-000541,PRJ-2024-00250,MAT-00000227,2024-12-25,243,243,0,ACCEPTED,PASSED,CERT-94598956,DN-362LOQ,SITE-B-WAREHOUSE-SEC-02,Allen Mendez,Last involve above Democrat.,False,False,2024-12-25
GRN-2023-0000293,PO-2023-0000916,PO-2023-0000916-L009,VND-000533,PRJ-2024-00810,MAT-00000870,2023-02-23,461,461,0,ACCEPTED,PASSED,CERT-47944260,DN-419GZI,SITE-E-WAREHOUSE-SEC-06,Gabriel Ellis,Provide majority whole finish.,False,False,2023-02-23
GRN-2020-0000294,PO-2020-0000621,PO-2020-0000621-L013,VND-000323,PRJ-2019-00242,MAT-00000008,2020-07-28,361,361,0,INSPECTED,PASSED,CERT-76619601,DN-696LHW,SITE-C-WAREHOUSE-SEC-02,Jimmy Thompson,,False,False,2020-07-28
GRN-2020-0000295,PO-2024-0000655,PO-2024-0000655-L003,VND-000477,PRJ-2023-00675,MAT-00000164,2020-12-08,294,294,0,RECEIVED,CONDITIONAL,CERT-78679929,DN-499FRI,SITE-D-WAREHOUSE-SEC-02,David Wilson,Really memory industry case himself.,False,False,2020-12-08
GRN-2024-0000296,PO-2019-0000791,PO-2019-0000791-L005,VND-000924,PRJ-2020-00142,MAT-00000399,2024-03-30,417,417,0,RECEIVED,PASSED,CERT-51970837,DN-278SPL,SITE-A-WAREHOUSE-SEC-03,Katherine Taylor,,False,False,2024-03-30
GRN-2019-0000297,PO-2020-0000225,PO-2020-0000225-L004,VND-000397,PRJ-2020-00663,MAT-00000480,2019-08-13,184,184,0,INSPECTED,FAILED,,DN-579DWA,SITE-E-WAREHOUSE-SEC-03,Mr. James Hoffman,Important man report kitchen cold not.,False,False,2019-08-13
GRN-2022-0000298,PO-2020-0000715,PO-2020-0000715-L010,VND-000130,PRJ-2020-00699,MAT-00000245,2022-09-02,436,436,0,ACCEPTED,PASSED,CERT-32384662,DN-340ROI,SITE-D-WAREHOUSE-SEC-06,Richard Cunningham,Near both box simple statement happen.,False,True,2022-09-02
GRN-2025-0000299,PO-2019-0000441,PO-2019-0000441-L020,VND-000251,PRJ-2022-00017,MAT-00000612,2025-12-14,292,292,0,ACCEPTED,PASSED,CERT-58130331,DN-078NBG,SITE-D-WAREHOUSE-SEC-02,Martha Wright,,False,False,2025-12-14
GRN-2024-0000300,PO-2022-0000129,PO-2022-0000129-L004,VND-000633,PRJ-2019-00885,MAT-00000491,2024-07-29,455,455,0,ACCEPTED,PASSED,CERT-97909064,DN-074WFC,SITE-D-WAREHOUSE-SEC-01,Autumn Cain,,False,False,2024-07-29
GRN-2025-0000301,PO-2020-0000142,PO-2020-0000142-L013,VND-000315,PRJ-2023-00775,MAT-00000633,2025-06-23,343,0,343,RETURNED,PASSED,CERT-92978636,DN-395TNO,SITE-E-WAREHOUSE-SEC-05,Luis Glover,South now mother others.,False,False,2025-06-23
GRN-2021-0000302,PO-2024-0000233,PO-2024-0000233-L001,VND-000051,PRJ-2024-00187,MAT-00000576,2021-01-06,286,28,258,PARTIALLY_ACCEPTED,PASSED,CERT-76549837,DN-254SKR,SITE-B-WAREHOUSE-SEC-05,Kayla Mccullough,,False,False,2021-01-06
GRN-2020-0000303,PO-2024-0000915,PO-2024-0000915-L007,VND-000220,PRJ-2022-00123,MAT-00000667,2020-07-12,330,330,0,INSPECTED,PASSED,CERT-69618021,DN-126DRP,SITE-D-WAREHOUSE-SEC-02,Sean Wright,,False,False,2020-07-12
GRN-2022-0000304,PO-2020-0000519,PO-2020-0000519-L005,VND-000730,PRJ-2023-00055,MAT-00000699,2022-07-31,207,207,0,RECEIVED,PASSED,CERT-22199793,DN-536FJK,SITE-A-WAREHOUSE-SEC-05,Lori Brooks,,False,False,2022-07-31
GRN-2023-0000305,PO-2021-0000594,PO-2021-0000594-L007,VND-000515,PRJ-2024-00280,MAT-00000069,2023-01-28,187,0,187,RETURNED,PASSED,CERT-93182506,DN-116GVR,SITE-B-WAREHOUSE-SEC-04,Sherry Gibson,,False,False,2023-01-28
