po_id,po_type,po_status,priority,vendor_id,project_id,po_date,delivery_date,approval_date,po_value,tax_rate,tax_amount,total_value,currency,payment_terms,delivery_terms,description,buyer_name,requisition_ref,ship_to_address,notes,created_date
PO-2019-0000279,STANDARD,PENDING_APPROVAL,NORMAL,VND-000343,PRJ-2021-00469,2022-10-16,2022-11-26,,264015.34,0.05,13200.77,277216.11,GBP,ADVANCE-30%,EXW,Your your sell science treatment across federal state situation identify.,Kevin Rios,REQ-2019-764000,"3337 Zachary Turnpike, Sharpmouth, MA 11756",,2022-10-16
PO-2023-0000280,STANDARD,ISSUED,URGENT,VND-000844,PRJ-2023-00138,2019-01-18,2019-06-16,2019-01-30,152912.89,0.15,22936.93,175849.82,USD,NET-30,DAP,Suffer investment walk individual just table air catch.,Elizabeth Rojas,REQ-2023-979562,"3666 Nguyen Brooks Apt. 225, Bairdborough, MO 08851",,2019-01-18
PO-2023-0000281,EMERGENCY,COMPLETED,CRITICAL,VND-000276,PRJ-2019-00749,2020-02-29,2020-06-21,2020-03-11,278234.85,0.05,13911.74,292146.59,EUR,NET-90,FCA,Hit little forget while police fight commercial push concern step.,Alyssa Gonzalez,REQ-2023-628597,"PSC 6433, Box 4817, APO AE 48820",,2020-02-29
PO-2022-0000282,FRAMEWORK,COMPLETED,CRITICAL,VND-000558,PRJ-2019-00994,2024-01-29,2024-03-17,2024-02-01,537431.62,0.1,53743.16,591174.78,USD,NET-60,DDP,Action force travel hospital writer can industry sea home tough.,Seth Collins,REQ-2022-884782,"99493 Hill Avenue Apt. 716, New Mark, OK 64851",,2024-01-29
PO-2024-0000283,BLANKET,COMPLETED,NORMAL,VND-000346,PRJ-2023-00206,2022-04-05,2022-07-16,2022-04-16,1628581.88,0.05,81429.09,1710010.97,USD,NET-30,DDP,Leg although before position try get successful society hospital.,Sarah Perry,REQ-2024-286450,"6291 Hale Cape Apt. 248, Elizabethland, UT 95729",,2022-04-05
PO-2024-0000284,BLANKET,COMPLETED,URGENT,VND-000978,PRJ-2019-00585,2024-12-26,2025-03-23,2025-01-09,54974.32,0.15,8246.15,63220.47,USD,NET-60,EXW,Training in seven building hard sense.,Penny Ortiz,REQ-2024-211642,"070 Danielle Spring, Jamesfurt, PR 25981",Also economy remember carry prove less.,2024-12-26
PO-2020-0000285,STANDARD,ISSUED,NORMAL,VND-000470,PRJ-2022-00700,2020-08-22,2020-09-20,2020-09-03,3139707.03,0.1,313970.7,3453677.73,EUR,ADVANCE-30%,FOB,Attention nature drug wear cell star success color adult.,Edward Nichols,REQ-2020-667460,"042 Howard Forge, Lake Amandamouth, UT 06760",Political respond to hospital final appear above.,2020-08-22
PO-2022-0000286,STANDARD,COMPLETED,URGENT,VND-000939,PRJ-2024-00399,2024-09-23,2024-12-19,2024-10-05,23329.98,0.05,1166.5,24496.48,GBP,NET-90,DAP,Short up hear draw before instead writer front.,Michael Walker,REQ-2022-506380,"206 Lisa Islands, New Jamie, ND 52282",,2024-09-23
PO-2024-0000287,STANDARD,DRAFT,NORMAL,VND-000734,PRJ-2024-00850,2023-02-15,2023-07-29,,202370.99,0.05,10118.55,212489.54,USD,NET-60,DDP,Building degree ground community I first home learn at.,Marie Wood,REQ-2024-913848,"4971 Johnathan Court, Tinafurt, TX 91428",,2023-02-15
PO-2020-0000288,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000276,PRJ-2019-00753,2023-03-26,2023-04-19,2023-04-02,491875.37,0.0,0.0,491875.37,USD,NET-30,FOB,Forward play this fish surface lot.,Lee Richards,REQ-2020-268746,"903 Christina Crossing, Joelchester, WV 32423",,2023-03-26
PO-2021-0000289,STANDARD,COMPLETED,NORMAL,VND-000526,PRJ-2024-00612,2022-05-18,2022-10-04,2022-05-31,340166.42,0.0,0.0,340166.42,USD,NET-90,CIF,Bag case material dark heart politics draw rise write kitchen theory.,Evan Buchanan,REQ-2021-922116,"403 Cooper Ford Apt. 339, Boydburgh, NV 83047",,2022-05-18
PO-2023-0000290,STANDARD,PENDING_APPROVAL,NORMAL,VND-000691,PRJ-2020-00557,2020-01-12,2020-04-24,,115008.41,0.15,17251.26,132259.67,USD,NET-30,FOB,Ask man west appear.,Teresa Martinez MD,REQ-2023-448005,"81674 Jennifer Gardens, Thompsonbury, ME 37902",,2020-01-12
PO-2021-0000291,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000015,PRJ-2023-00118,2023-12-31,2024-03-15,2024-01-11,189141.99,0.1,18914.2,208056.19,SAR,NET-90,DDP,Large player even sit bag win huge cold kid measure.,Paige Weiss,REQ-2021-141814,"6149 Angela Extensions, Oscarport, NH 37623",,2023-12-31
PO-2021-0000292,STANDARD,PENDING_APPROVAL,URGENT,VND-000462,PRJ-2022-00026,2024-10-07,2025-02-28,,134376.24,0.1,13437.62,147813.86,USD,NET-60,EXW,No lose four resource cultural trouble above technology.,Jacqueline Sullivan,REQ-2021-783176,"567 Davidson Radial Apt. 601, Frederickburgh, ID 57687",Side seem give remember play.,2024-10-07
PO-2023-0000293,STANDARD,CANCELLED,NORMAL,VND-000901,PRJ-2019-00008,2021-05-13,2021-11-04,2021-05-26,119702.2,0.0,0.0,119702.2,EUR,NET-30,DDP,Recent prepare unit save drug alone spend piece.,Melissa Brewer,REQ-2023-976258,"243 Alexander Trail Apt. 669, New Reneechester, GA 56451",Reality may mouth though only.,2021-05-13
PO-2023-0000294,FRAMEWORK,COMPLETED,URGENT,VND-000110,PRJ-2021-00765,2019-04-08,2019-08-17,2019-04-20,673014.74,0.05,33650.74,706665.48,USD,NET-60,EXW,Sell under thank body of something sport especially.,Paul Hale,REQ-2023-156904,"0116 Pena Street, Jacksonstad, HI 92781",Cup consider way late.,2019-04-08
PO-2021-0000295,BLANKET,APPROVED,NORMAL,VND-000637,PRJ-2019-00462,2023-11-09,2024-02-11,2023-11-10,372658.82,0.15,55898.82,428557.64,USD,NET-60,FOB,Control arrive consumer service else total.,Mark Weber,REQ-2021-106185,"41614 Matthew Prairie, South Todd, WV 13714",,2023-11-09
PO-2023-0000296,STANDARD,DRAFT,URGENT,VND-000582,PRJ-2022-00951,2022-04-02,2022-07-02,,105715.68,0.0,0.0,105715.68,GBP,NET-90,FOB,Article seem account old.,Mrs. Kelly Smith,REQ-2023-558936,"7596 Wood Junctions Suite 356, Bishopstad, VI 43788",,2022-04-02
PO-2024-0000297,STANDARD,APPROVED,NORMAL,VND-000919,PRJ-2021-00303,2022-05-05,2022-10-31,2022-05-11,714629.75,0.05,35731.49,750361.24,EUR,LC-90-DAYS,EXW,Able that I structure understand.,Bryce Schmidt,REQ-2024-682032,"USNS Richardson, FPO AP 90440",Method produce about point walk focus plant.,2022-05-05
PO-2019-0000298,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000498,PRJ-2022-00216,2021-05-17,2021-09-13,2021-05-28,351076.5,0.1,35107.65,386184.15,SAR,LC-AT-SIGHT,FOB,Wide save question do machine.,Rebecca Bailey,REQ-2019-292930,"USCGC Hatfield, FPO AP 13667",Family crime century mind occur task.,2021-05-17
PO-2021-0000299,STANDARD,COMPLETED,NORMAL,VND-000924,PRJ-2019-00473,2022-04-05,2022-05-06,2022-04-10,643987.47,0.0,0.0,643987.47,GBP,NET-30,DDP,All marriage beautiful strategy you would level to western.,Mr. David Jackson,REQ-2021-610856,"USS Garcia, FPO AP 04331",,2022-04-05
PO-2021-0000300,STANDARD,PENDING_APPROVAL,NORMAL,VND-000307,PRJ-2020-00326,2024-01-20,2024-04-27,,516874.1,0.15,77531.11,594405.21,EUR,NET-90,FOB,Upon force himself exactly rest program.,Meagan Wade,REQ-2021-712546,"PSC 7153, Box 9915, APO AA 94537",President size whom join do else.,2024-01-20
PO-2023-0000301,STANDARD,ISSUED,NORMAL,VND-000398,PRJ-2023-00805,2023-11-22,2024-02-14,2023-12-06,89787.94,0.05,4489.4,94277.34,USD,NET-60,DDP,Because become scientist visit seat break happy.,Tiffany Ray,REQ-2023-447668,"836 Flores Lakes, New Elizabeth, OR 29617",,2023-11-22
PO-2022-0000302,STANDARD,ISSUED,URGENT,VND-000124,PRJ-2022-00862,2020-07-27,2020-12-25,2020-07-31,123968.5,0.1,12396.85,136365.35,USD,NET-30,FCA,House Mrs leave certain wall.,Kathryn Bryant,REQ-2022-180176,"095 Shaw Spurs, West Wendyshire, NJ 83217",,2020-07-27
PO-2019-0000303,FRAMEWORK,COMPLETED,NORMAL,VND-000991,PRJ-2024-00218,2021-12-03,2022-05-05,2021-12-12,595259.26,0.0,0.0,595259.26,USD,NET-60,FCA,Manager region heavy wonder four still.,Nicholas Cochran,REQ-2019-483588,"76420 Rogers Springs, Mooneyfurt, MO 09915",,2021-12-03
PO-2023-0000304,EMERGENCY,ISSUED,CRITICAL,VND-000853,PRJ-2019-00093,2023-01-30,2023-06-21,2023-01-31,505065.96,0.15,75759.89,580825.85,USD,NET-90,FCA,Risk executive type red nature best food social tend approach.,Elizabeth Pena,REQ-2023-945718,"742 Jeffery Summit Apt. 059, Lake Kristenberg, MS 56483",,2023-01-30
PO-2024-0000305,STANDARD,ISSUED,NORMAL,VND-000947,PRJ-2019-00676,2024-06-03,2024-09-16,2024-06-04,236787.43,0.05,11839.37,248626.8,USD,NET-30,CIF,Unit benefit wind conference appear woman.,Leslie Booker,REQ-2024-165914,"01367 Watts Extensions Suite 176, Cynthiamouth, MN 02021",Bring business political training.,2024-06-03
PO-2020-0000306,STANDARD,COMPLETED,NORMAL,VND-000778,PRJ-2024-00940,2019-07-10,2019-08-03,2019-07-21,279509.86,0.15,41926.48,321436.34,USD,NET-60,DDP,Age of of event seat some Congress.,Mr. Jeffrey Duncan,REQ-2020-646699,"826 Phillip Viaduct, Brownshire, ND 94053",,2019-07-10
PO-2021-0000307,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000614,PRJ-2023-00375,2024-10-17,2025-01-03,2024-10-24,1124892.32,0.0,0.0,1124892.32,USD,LC-90-DAYS,FOB,Send debate probably bring television receive.,Jeremy Edwards,REQ-2021-525556,"218 York Bypass, North Williamstad, ND 22993",,2024-10-17
PO-2021-0000308,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000219,PRJ-2020-00451,2021-07-31,2021-09-02,2021-08-09,119385.66,0.05,5969.28,125354.94,USD,NET-90,FOB,With probably eat animal watch toward fall move cause.,Erik Bartlett DVM,REQ-2021-295984,"103 Jacob Hills, East Carrie, IL 78067",Everyone rock instead near end power.,2021-07-31
PO-2023-0000309,EMERGENCY,PENDING_APPROVAL,CRITICAL,VND-000537,PRJ-2019-00738,2024-05-26,2024-10-09,,468137.28,0.0,0.0,468137.28,USD,NET-60,CIF,Hundred bar effect international reason movie.,Nicholas Cowan,REQ-2023-778700,"598 Robert Drives, Victoriachester, MS 03897",,2024-05-26
PO-2019-0000310,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000855,PRJ-2022-00041,2019-08-18,2019-10-13,2019-08-23,190492.64,0.05,9524.63,200017.27,USD,LC-90-DAYS,CIF,Easy establish mother range image forget become training sing chair.,Denise Garcia,REQ-2019-525151,"Unit 3611 Box 2849, DPO AA 13023",,2019-08-18
PO-2023-0000311,BLANKET,COMPLETED,URGENT,VND-000135,PRJ-2019-00222,2024-04-14,2024-08-29,2024-04-17,186984.79,0.15,28047.72,215032.51,GBP,NET-30,CIF,Give occur example even between answer fish sell Congress south.,Rachel Arnold,REQ-2023-249644,"9240 Diane Divide Suite 940, Jasminebury, TX 80284",,2024-04-14
PO-2020-0000312,BLANKET,APPROVED,NORMAL,VND-000753,PRJ-2024-00611,2021-07-30,2021-11-17,2021-08-06,907575.67,0.0,0.0,907575.67,EUR,NET-30,EXW,Religious consumer worry sometimes maybe every into walk thing.,Elizabeth Hodge,REQ-2020-648102,"USCGC Townsend, FPO AE 83689",,2021-07-30
PO-2023-0000313,BLANKET,PARTIALLY_RECEIVED,URGENT,VND-000061,PRJ-2021-00899,2020-01-17,2020-06-02,2020-01-28,653762.63,0.0,0.0,653762.63,USD,NET-30,DDP,Baby drive behavior offer be.,Timothy Stokes,REQ-2023-967719,"827 Robertson Springs Apt. 609, Port Julie, VT 56203",See each school week statement they month.,2020-01-17
PO-2024-0000314,BLANKET,ISSUED,NORMAL,VND-000892,PRJ-2023-00440,2024-05-28,2024-09-16,2024-06-03,644488.05,0.05,32224.4,676712.45,USD,NET-90,DDP,Amount large collection us shake tough company happen card government.,Jon Jackson,REQ-2024-898531,"Unit 5381 Box 4474, DPO AA 28427",,2024-05-28
PO-2023-0000315,STANDARD,ISSUED,NORMAL,VND-000130,PRJ-2020-00291,2021-11-21,2022-01-22,2021-11-22,1163071.1,0.15,174460.67,1337531.77,USD,ADVANCE-30%,FCA,Scene notice design fight.,Maria Petersen,REQ-2023-706063,"705 Christina Isle Suite 510, Pamelaburgh, MO 46970",,2021-11-21
PO-2023-0000316,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000590,PRJ-2022-00110,2023-10-12,2024-04-09,2023-10-22,248999.11,0.05,12449.96,261449.07,USD,NET-30,FCA,Big man be method.,Caleb Freeman,REQ-2023-544136,"76545 Mcclain Plain Suite 177, East Michael, NE 01262",,2023-10-12
PO-2023-0000317,STANDARD,COMPLETED,NORMAL,VND-000933,PRJ-2024-00495,2023-02-25,2023-08-01,2023-03-06,550368.63,0.05,27518.43,577887.06,USD,NET-60,DAP,Third remember book expect card inside former all.,Tiffany Moyer,REQ-2023-705711,"Unit 1678 Box 7256, DPO AP 95658",,2023-02-25
PO-2024-0000318,STANDARD,COMPLETED,NORMAL,VND-000369,PRJ-2019-00458,2020-02-15,2020-04-23,2020-02-24,167322.76,0.05,8366.14,175688.9,USD,NET-60,FOB,Capital whatever society call general add range appear.,Jessica Harper,REQ-2024-677321,"4716 Christina Stream Apt. 341, Virginiabury, TN 56751",,2020-02-15
PO-2024-0000319,EMERGENCY,APPROVED,CRITICAL,VND-000007,PRJ-2019-00824,2020-08-18,2020-12-30,2020-08-28,358254.76,0.0,0.0,358254.76,SAR,NET-60,EXW,Listen situation billion room particularly country.,Lori Hernandez,REQ-2024-332542,"43260 Christopher Center Suite 684, East Matthew, NJ 08542",,2020-08-18
PO-2023-0000320,STANDARD,CANCELLED,NORMAL,VND-000871,PRJ-2022-00294,2020-12-18,2021-06-13,2020-12-26,207695.5,0.0,0.0,207695.5,EUR,NET-60,FOB,Interview appear body hair wall represent east time consider a.,Erica Mitchell,REQ-2023-788793,"2475 Torres Court, Lake Andreaberg, MA 47761",,2020-12-18
PO-2023-0000321,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000371,PRJ-2020-00630,2019-05-28,2019-09-11,2019-06-01,272772.98,0.05,13638.65,286411.63,USD,NET-90,DAP,Sea open painting draw every once beautiful blood.,Lindsay Williams,REQ-2023-191061,"Unit 3371 Box 1895, DPO AA 95574",,2019-05-28
PO-2022-0000322,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000107,PRJ-2023-00942,2022-03-11,2022-08-15,2022-03-21,495929.19,0.0,0.0,495929.19,USD,NET-60,DAP,Writer dark result analysis court nearly education theory table.,Vanessa Jacobson,REQ-2022-389939,"1768 Gary Harbor, West Brandon, OK 08469",Scientist however range that will.,2022-03-11
PO-2020-0000323,STANDARD,DRAFT,NORMAL,VND-000846,PRJ-2022-00110,2024-08-22,2024-11-19,,90956.37,0.0,0.0,90956.37,USD,NET-60,FOB,Just meeting none hope parent deal.,Kenneth Vargas,REQ-2020-638220,"844 Kenneth Grove Apt. 230, West Benjamin, FL 36907",,2024-08-22
PO-2023-0000324,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000943,PRJ-2021-00496,2022-10-23,2023-03-03,2022-11-03,2990241.56,0.05,149512.08,3139753.64,SAR,NET-60,CIF,Establish so politics eat statement movement.,Gregory Jacobs,REQ-2023-128679,"842 Villanueva Hill, Tracietown, GU 47094",,2022-10-23
PO-2021-0000325,STANDARD,CANCELLED,NORMAL,VND-000369,PRJ-2022-00820,2023-08-17,2023-11-29,2023-08-26,72604.28,0.1,7260.43,79864.71,EUR,NET-60,DDP,Room evidence eight administration price test voice.,Miranda Watts,REQ-2021-376142,"USNV Berg, FPO AP 79713",Deal kind food daughter picture teach house.,2023-08-17
PO-2019-0000326,STANDARD,ISSUED,URGENT,VND-000283,PRJ-2021-00488,2022-12-19,2023-02-26,2022-12-29,56555.27,0.1,5655.53,62210.8,USD,NET-30,DAP,Discussion risk happy total behavior consider continue television country.,Nicholas Holland Jr.,REQ-2019-816289,"9312 Ronald Motorway, Garciahaven, DC 95759",,2022-12-19
PO-2020-0000327,STANDARD,COMPLETED,NORMAL,VND-000327,PRJ-2019-00235,2021-10-19,2022-04-09,2021-10-25,974551.89,0.05,48727.59,1023279.48,GBP,NET-30,FOB,Owner help again step.,Maria Williams,REQ-2020-182300,"2900 Amy Viaduct, Melissaland, ID 18750",,2021-10-19
PO-2024-0000328,STANDARD,COMPLETED,NORMAL,VND-000805,PRJ-2019-00381,2024-07-09,2024-12-17,2024-07-23,627811.49,0.1,62781.15,690592.64,SAR,NET-30,FOB,Service throughout spring film look during myself environment myself.,Andrew Stephens,REQ-2024-901387,"03036 Hernandez Shoal Suite 361, Jacksonville, IN 13835",,2024-07-09
PO-2021-0000329,STANDARD,PENDING_APPROVAL,URGENT,VND-000705,PRJ-2019-00490,2024-08-20,2024-11-30,,513468.41,0.0,0.0,513468.41,USD,NET-60,DDP,Ground past brother type turn time page.,Joseph Greene,REQ-2021-283291,"494 Hutchinson Groves, Stanleyview, AS 93733",,2024-08-20
PO-2019-0000330,BLANKET,PARTIALLY_RECEIVED,NORMAL,VND-000335,PRJ-2023-00389,2022-08-25,2022-12-09,2022-09-04,516078.73,0.0,0.0,516078.73,USD,LC-AT-SIGHT,FOB,Small technology within sing chair.,Jeremy Robles,REQ-2019-375617,"Unit 1196 Box 4215, DPO AE 24339",Good management loss win own PM.,2022-08-25
PO-2022-0000331,FRAMEWORK,APPROVED,NORMAL,VND-000696,PRJ-2024-00718,2023-02-04,2023-05-31,2023-02-09,239259.47,0.1,23925.95,263185.42,USD,NET-60,CIF,Soon president early industry market move.,Samantha Cruz,REQ-2022-703867,"931 Michael Ford Apt. 587, North Brian, MI 47799",,2023-02-04
PO-2019-0000332,EMERGENCY,COMPLETED,CRITICAL,VND-000621,PRJ-2024-00201,2020-09-04,2021-01-17,2020-09-17,82726.46,0.05,4136.32,86862.78,USD,NET-30,CIF,Far century table will tree drug.,Amy Taylor,REQ-2019-241003,"USNS Bennett, FPO AE 91743",,2020-09-04
PO-2024-0000333,BLANKET,COMPLETED,URGENT,VND-000940,PRJ-2021-00880,2023-06-20,2023-07-29,2023-07-02,265923.9,0.0,0.0,265923.9,USD,NET-30,FOB,He reduce production available study that air half bad.,Keith Cervantes,REQ-2024-366642,"2847 Sharp Mills, West Danielton, FM 84708",,2023-06-20
PO-2024-0000334,STANDARD,ISSUED,URGENT,VND-000933,PRJ-2021-00955,2022-11-10,2022-11-29,2022-11-17,107732.43,0.1,10773.24,118505.67,USD,NET-30,FCA,Page community civil how interest.,Jordan Dawson,REQ-2024-734992,"362 Dudley Pike Suite 236, East Philipside, PA 10620",Local present if herself area he interest.,2022-11-10
PO-2023-0000335,BLANKET,CANCELLED,NORMAL,VND-000531,PRJ-2024-00690,2024-01-05,2024-02-08,2024-01-12,782417.43,0.15,117362.61,899780.04,USD,NET-90,CIF,Board back owner suggest agreement executive must.,Kyle Avila,REQ-2023-251884,"034 Tiffany Port, New Valeriefort, AZ 06798",,2024-01-05
PO-2024-0000336,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000110,PRJ-2023-00082,2022-11-08,2023-01-19,2022-11-14,203522.36,0.05,10176.12,213698.48,USD,NET-60,FOB,Behavior final wonder seem when matter fire hospital.,Carl Leonard,REQ-2024-380465,"209 Woods Ways, West Evanmouth, CO 82545",,2022-11-08
PO-2022-0000337,STANDARD,COMPLETED,NORMAL,VND-000988,PRJ-2019-00534,2023-08-23,2023-10-18,2023-08-26,90165.61,0.15,13524.84,103690.45,USD,LC-AT-SIGHT,FOB,Well discuss democratic race cell.,Wendy Mason,REQ-2022-346024,"Unit 9857 Box 2545, DPO AP 56980",,2023-08-23
PO-2024-0000338,EMERGENCY,PENDING_APPROVAL,CRITICAL,VND-000160,PRJ-2021-00098,2024-04-22,2024-09-23,,165105.01,0.0,0.0,165105.01,USD,NET-30,FCA,Three similar hold decade particular.,Christian Burton,REQ-2024-649435,"48171 Edwards Hill, North Joshua, MN 46817",,2024-04-22
PO-2019-0000339,STANDARD,PENDING_APPROVAL,NORMAL,VND-000643,PRJ-2020-00317,2021-10-10,2022-01-04,,398521.91,0.05,19926.1,418448.01,SAR,NET-60,FOB,Author represent leave worry without.,Jessica Glass,REQ-2019-652329,"USCGC Williams, FPO AA 53052",,2021-10-10
PO-2019-0000340,STANDARD,COMPLETED,NORMAL,VND-000775,PRJ-2019-00999,2023-12-28,2024-02-14,2024-01-09,123442.47,0.1,12344.25,135786.72,GBP,NET-60,CIF,Tax true can happen suddenly weight health radio.,Deborah Hutchinson,REQ-2019-578720,"380 Melissa Highway, Moorefurt, PR 10066",,2023-12-28
PO-2024-0000341,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000565,PRJ-2023-00494,2020-01-02,2020-05-08,2020-01-07,90520.85,0.05,4526.04,95046.89,USD,NET-60,FOB,Hold left behavior letter politics too let.,Nicholas Lowery,REQ-2024-418319,"PSC 6365, Box 1559, APO AA 28371",Boy lawyer nation we certainly degree nothing.,2020-01-02
PO-2023-0000342,FRAMEWORK,ISSUED,URGENT,VND-000013,PRJ-2020-00705,2024-05-08,2024-08-06,2024-05-09,325274.48,0.15,48791.17,374065.65,USD,ADVANCE-30%,FCA,Similar artist speak smile without degree deep age serve institution.,Christopher Thomas,REQ-2023-726003,"7683 White Center, South Matthewport, GA 26532",Walk loss movement six whole join.,2024-05-08
PO-2019-0000343,BLANKET,COMPLETED,NORMAL,VND-000405,PRJ-2021-00168,2023-03-30,2023-06-08,2023-04-04,325774.23,0.15,48866.13,374640.36,USD,NET-30,DDP,Home act situation others back property pattern food worry voice.,Nancy Stewart,REQ-2019-641704,"75164 Vanessa Village Apt. 791, East Julieborough, MT 91785",,2023-03-30
PO-2023-0000344,FRAMEWORK,ISSUED,NORMAL,VND-000435,PRJ-2019-00423,2019-10-08,2019-12-07,2019-10-11,132146.73,0.05,6607.34,138754.07,EUR,NET-30,DDP,Similar over democratic decide course quickly western have hair few.,Robert Martinez,REQ-2023-747736,"6558 Mills Track Suite 127, Brooksside, PA 21820",,2019-10-08
PO-2024-0000345,BLANKET,DRAFT,NORMAL,VND-000902,PRJ-2023-00023,2020-02-23,2020-05-19,,137964.82,0.05,6898.24,144863.06,USD,NET-30,DDP,Job expect process quite plant reduce visit town between because.,Ann Smith,REQ-2024-862427,"USS Crawford, FPO AP 71900",Plant me south property.,2020-02-23
PO-2019-0000346,STANDARD,ISSUED,NORMAL,VND-000832,PRJ-2019-00381,2019-05-10,2019-08-16,2019-05-12,320763.68,0.15,48114.55,368878.23,USD,LC-AT-SIGHT,DAP,Deep since necessary boy task wear go soldier less.,Maria Mueller,REQ-2019-158760,"84444 Nunez Avenue Suite 000, Port Nicholas, GU 68522",Fish color occur involve new hot pattern hotel.,2019-05-10
PO-2022-0000347,STANDARD,APPROVED,NORMAL,VND-000621,PRJ-2019-00849,2020-05-14,2020-07-30,2020-05-21,42714.72,0.0,0.0,42714.72,GBP,ADVANCE-30%,CIF,Soon official can player within.,Tanner Holmes,REQ-2022-873449,"281 Cameron Road, Maryburgh, MD 27208",,2020-05-14
PO-2020-0000348,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000786,PRJ-2024-00399,2022-08-16,2022-10-09,2022-08-27,44848.41,0.1,4484.84,49333.25,SAR,ADVANCE-30%,DDP,Behavior join pick order agreement.,Tammie Miller,REQ-2020-676276,"5233 Lee Ville, Lake Kimberly, WY 50060",,2022-08-16
PO-2021-0000349,STANDARD,ISSUED,NORMAL,VND-000352,PRJ-2024-00997,2021-08-24,2022-02-16,2021-08-31,102525.51,0.0,0.0,102525.51,USD,NET-60,FOB,Process ever various physical point often billion.,Kyle Rodriguez,REQ-2021-389511,"17536 Travis Brooks, Jonesland, IL 90591",,2021-08-24
PO-2022-0000350,EMERGENCY,DRAFT,CRITICAL,VND-000792,PRJ-2020-00705,2023-03-02,2023-04-07,,187937.25,0.05,9396.86,197334.11,USD,NET-30,CIF,Heart finish traditional speak conference act condition note parent.,William Chaney,REQ-2022-819265,"84139 Amanda Path, East Michelle, DE 28938",,2023-03-02
PO-2024-0000351,STANDARD,APPROVED,NORMAL,VND-000165,PRJ-2019-00129,2021-08-11,2021-11-14,2021-08-20,352599.83,0.15,52889.97,405489.8,USD,ADVANCE-30%,FCA,Foreign detail road vote environment.,Dr. Gregory Arnold,REQ-2024-944654,"8634 James Vista Suite 619, Gabrielborough, VA 64442",,2021-08-11
PO-2024-0000352,STANDARD,ISSUED,NORMAL,VND-000062,PRJ-2023-00497,2022-04-22,2022-09-21,2022-05-04,1426062.15,0.15,213909.32,1639971.47,USD,NET-60,CIF,Third interest section staff performance parent investment note hear.,Amy Jackson,REQ-2024-670027,"649 Sanders Crescent Apt. 562, Johnborough, TN 49215",,2022-04-22
PO-2024-0000353,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000256,PRJ-2022-00071,2024-01-15,2024-04-13,2024-01-29,679553.71,0.05,33977.69,713531.4,GBP,NET-30,CIF,Certain fire act read response degree nothing focus.,Austin Campbell,REQ-2024-100754,"84919 Fleming Mews, Lisaborough, ID 07010",,2024-01-15
PO-2023-0000354,STANDARD,DRAFT,NORMAL,VND-000384,PRJ-2021-00329,2023-05-07,2023-07-08,,200400.62,0.0,0.0,200400.62,GBP,NET-60,CIF,Material wrong instead buy commercial force him office expect.,Savannah Travis,REQ-2023-678255,"PSC 4260, Box 8805, APO AP 02633",Like stop indeed feeling.,2023-05-07
PO-2021-0000355,STANDARD,PENDING_APPROVAL,NORMAL,VND-000102,PRJ-2020-00045,2021-01-01,2021-01-23,,237323.76,0.05,11866.19,249189.95,USD,NET-30,CIF,Send hundred news finish partner hotel recent lawyer.,Tracy Martinez,REQ-2021-203550,"30021 Callahan Stream, Perezland, ID 95411",Staff Mr above read appear third.,2021-01-01
PO-2024-0000356,FRAMEWORK,PARTIALLY_RECEIVED,NORMAL,VND-000416,PRJ-2021-00051,2021-06-23,2021-12-09,2021-07-05,72908.81,0.1,7290.88,80199.69,EUR,NET-30,DAP,Book water avoid forget partner.,Debra Jackson,REQ-2024-318877,"25296 Barnett Pike Apt. 977, Marcfort, IN 12533",,2021-06-23
PO-2019-0000357,STANDARD,ISSUED,NORMAL,VND-000691,PRJ-2022-00842,2019-08-27,2020-02-14,2019-09-01,237467.07,0.1,23746.71,261213.78,EUR,NET-60,DDP,She represent good structure drug positive task.,Angela Simpson,REQ-2019-974991,"6371 Clark Ramp, Kathleenport, VT 60010",,2019-08-27
PO-2020-0000358,FRAMEWORK,COMPLETED,NORMAL,VND-000300,PRJ-2019-00198,2021-01-02,2021-06-07,2021-01-14,171718.13,0.05,8585.91,180304.04,USD,NET-90,DDP,Summer black candidate true history laugh.,Christina Ross,REQ-2020-903506,"49127 Julie Garden Apt. 724, South Dorothymouth, MI 35310",,2021-01-02
PO-2021-0000359,BLANKET,ISSUED,URGENT,VND-000285,PRJ-2021-00564,2024-08-29,2024-12-07,2024-09-09,357632.88,0.15,53644.93,411277.81,USD,NET-30,DAP,Until base issue character maybe meet.,Dominic Davis,REQ-2021-564531,"43629 Moreno Park Suite 103, East Dariuston, OK 35389",,2024-08-29
