employee_id,employee_code,first_name,last_name,email,phone,department,job_title,grade,approval_limit,hire_date,active,location,certification,nationality,years_experience,cost_center,created_date
EMP-000132,FIN00132,Steven,Power,fin00132@company.com,+44(0)1614960815,FINANCE,Accountant,L1,10000.0,2017-08-08,True,Site Office A,,British,28,CC-FIN-420,2017-08-08
EMP-000133,PRJ00133,Tyrone,العجلان,prj00133@company.com,704-569-6325,PROJECTS,Planner,L2,50000.0,2013-06-04,True,Site Office A,PMP,Indian,28,CC-PRJ-198,2013-06-04
EMP-000134,PRJ00134,Sierra,العجلان,prj00134@company.com,+44(0)909 879 0470,PROJECTS,Planner,L2,50000.0,2012-12-01,True,Site Office B,,British,8,CC-PRJ-520,2012-12-01
EMP-000135,ENG00135,Ryan,Wood,eng00135@company.com,695.200.4797,ENGINEERING,Lead Engineer,L3,200000.0,2019-06-27,True,Warehouse,,Bangladeshi,20,CC-ENG-460,2019-06-27
EMP-000136,PRO00136,وجيه,Cox,pro00136@company.com,+44(0)131 496 0060,PROCUREMENT,Senior Buyer,L2,50000.0,2013-06-21,True,Head Office,CPM,Indian,18,CC-PRO-687,2013-06-21
EMP-000137,PRO00137,عبد الغفور,مهنا,pro00137@company.com,+44114 496 0687,PROCUREMENT,Senior Buyer,L2,50000.0,2022-08-01,False,Regional Office,,Sudanese,2,CC-PRO-723,2022-08-01
EMP-000138,CTR00138,حسني,Williams,ctr00138@company.com,521-865-5852,CONTRACTS,Claims Analyst,L4,1000000.0,2015-12-31,True,Head Office,,Filipino,22,CC-CTR-459,2015-12-31
EMP-000139,PRO00139,نافع,العليان,pro00139@company.com,678-772-9825x95269,PROCUREMENT,Category Manager,L4,1000000.0,2022-09-14,True,Head Office,,Saudi,6,CC-PRO-864,2022-09-14
EMP-000140,FIN00140,مهيب,Morgan,fin00140@company.com,001-647-205-5169,FINANCE,Financial Analyst,L2,50000.0,2020-03-05,True,Site Office A,,Bangladeshi,6,CC-FIN-153,2020-03-05
EMP-000141,PRO00141,Ashley,آل رفيع,pro00141@company.com,001-430-597-2896,PROCUREMENT,Category Manager,L4,1000000.0,2011-02-12,True,Head Office,,Jordanian,29,CC-PRO-524,2011-02-12
EMP-000142,ENG00142,ساجد,آل علي,eng00142@company.com,9752626368,ENGINEERING,Design Engineer,L4,1000000.0,2012-07-21,True,Head Office,,Bangladeshi,32,CC-ENG-639,2012-07-21
EMP-000143,PRJ00143,Nicole,Wilson,prj00143@company.com,578-565-2785x85497,PROJECTS,Project Coordinator,L1,10000.0,2018-11-12,False,Head Office,PRINCE2,Pakistani,17,CC-PRJ-396,2018-11-12
EMP-000144,ENG00144,Catherine,Moore,eng00144@company.com,(0306)9990437,ENGINEERING,Engineer,L1,10000.0,2019-08-29,True,Site Office A,,Sudanese,23,CC-ENG-173,2019-08-29
EMP-000145,ENG00145,Abbie,Morris,eng00145@company.com,341-798-6652x404,ENGINEERING,Lead Engineer,L3,200000.0,2019-10-14,True,Field Camp,,Bangladeshi,28,CC-ENG-687,2019-10-14
EMP-000146,ENG00146,Elizabeth,آل عواض,eng00146@company.com,584.584.2199,ENGINEERING,Lead Engineer,L3,200000.0,2016-06-29,True,Head Office,,Bangladeshi,30,CC-ENG-951,2016-06-29
EMP-000147,PRJ00147,موفّق,Horton,prj00147@company.com,401.865.7120,PROJECTS,Planner,L2,50000.0,2019-10-18,True,Head Office,,Sudanese,6,CC-PRJ-505,2019-10-18
EMP-000148,LEG00148,وليد,Nichols,leg00148@company.com,+44(0)121 4960401,LEGAL,Legal Counsel,L3,200000.0,2014-12-21,True,Head Office,,Sudanese,8,CC-LEG-643,2014-12-21
EMP-000149,FIN00149,Kirsty,آل خضير,fin00149@company.com,2262206724,FINANCE,Finance Manager,L5,10000000.0,2017-11-02,True,Field Camp,,Pakistani,16,CC-FIN-205,2017-11-02
EMP-000150,PRO00150,Aaron,العجلان,pro00150@company.com,0121 496 0788,PROCUREMENT,Buyer,L1,10000.0,2023-07-06,True,Regional Office,CPSM,Jordanian,29,CC-PRO-797,2023-07-06
EMP-000151,CTR00151,مقدام,آل محمد بن علي بن جماز,ctr00151@company.com,0117 4960152,CONTRACTS,Contract Engineer,L3,200000.0,2017-04-01,True,Site Office B,,Pakistani,29,CC-CTR-169,2017-04-01
EMP-000152,FIN00152,Richard,Lopez,fin00152@company.com,(805)749-3296,FINANCE,AP Specialist,L3,200000.0,2016-02-29,True,Site Office A,CFA,Jordanian,3,CC-FIN-158,2016-02-29
EMP-000153,ENG00153,فضل,آل قصير,eng00153@company.com,253.604.6374x5499,ENGINEERING,Engineer,L1,10000.0,2012-01-10,True,Site Office B,,Sudanese,3,CC-ENG-560,2012-01-10
EMP-000154,CTR00154,Spencer,الحجار,ctr00154@company.com,+1-417-942-6841x45933,CONTRACTS,Contract Engineer,L3,200000.0,2014-03-23,True,Site Office A,,Pakistani,4,CC-CTR-561,2014-03-23
EMP-000155,PRO00155,صهيب,Becker,pro00155@company.com,+44(0)292018878,PROCUREMENT,Procurement Lead,L5,10000000.0,2017-09-14,False,Head Office,,Saudi,16,CC-PRO-824,2017-09-14
EMP-000156,ENG00156,Mark,الشايع,eng00156@company.com,587-485-1910,ENGINEERING,Senior Engineer,L2,50000.0,2021-09-22,True,Site Office A,,American,27,CC-ENG-893,2021-09-22
EMP-000157,ENG00157,عزاز,آل العسكري,eng00157@company.com,+1-239-971-8707x28679,ENGINEERING,Lead Engineer,L3,200000.0,2017-07-04,True,Head Office,,Filipino,17,CC-ENG-841,2017-07-04
EMP-000158,LEG00158,Brandon,Harrison,leg00158@company.com,(0118)4960039,LEGAL,General Counsel,L6,,2023-07-09,True,Site Office A,,Bangladeshi,10,CC-LEG-458,2023-07-09
EMP-000159,ENG00159,Gemma,Francis,eng00159@company.com,7178046226,ENGINEERING,Lead Engineer,L3,200000.0,2018-10-16,True,Warehouse,LEED AP,British,9,CC-ENG-786,2018-10-16
EMP-000160,PRJ00160,Tiffany,Davies,prj00160@company.com,+1-525-212-8682,PROJECTS,PMO Lead,L5,10000000.0,2021-10-22,True,Warehouse,,Saudi,24,CC-PRJ-416,2021-10-22
EMP-000161,PRO00161,Carlos,آل بن ظافر,pro00161@company.com,(286)533-7524x31069,PROCUREMENT,Buyer,L1,10000.0,2020-11-27,True,Field Camp,CPM,Indian,33,CC-PRO-889,2020-11-27
EMP-000162,FIN00162,Jennifer,Fernandez,fin00162@company.com,+44(0)20 7496 0030,FINANCE,AP Specialist,L3,200000.0,2021-10-23,True,Site Office A,,Pakistani,25,CC-FIN-257,2021-10-23
EMP-000163,PRO00163,Valerie,آل عواض,pro00163@company.com,(584)639-5995,PROCUREMENT,Category Manager,L4,1000000.0,2013-09-18,True,Head Office,CSCP,Jordanian,19,CC-PRO-870,2013-09-18
EMP-000164,PRJ00164,هيام,Garrett,prj00164@company.com,(0121) 4960408,PROJECTS,Planner,L2,50000.0,2021-12-23,True,Field Camp,,Egyptian,24,CC-PRJ-794,2021-12-23
EMP-000165,CTR00165,ريتال,Thornton,ctr00165@company.com,+44(0)191 4960705,CONTRACTS,Contracts Director,L6,,2020-05-10,True,Regional Office,,Sudanese,34,CC-CTR-528,2020-05-10
EMP-000166,CTR00166,Nicola,Webster,ctr00166@company.com,+44(0)29 2018662,CONTRACTS,Claims Analyst,L4,1000000.0,2023-07-25,True,Head Office,,Jordanian,24,CC-CTR-667,2023-07-25
EMP-000167,CTR00167,Kevin,الدباغ,ctr00167@company.com,0118 4960342,CONTRACTS,Contract Engineer,L3,200000.0,2021-07-28,True,Head Office,,Pakistani,18,CC-CTR-560,2021-07-28
EMP-000168,CTR00168,Jonathan,Willis,ctr00168@company.com,+44(0)191 4960826,CONTRACTS,Contract Admin,L1,10000.0,2019-10-24,True,Field Camp,,Jordanian,23,CC-CTR-127,2019-10-24
EMP-000169,ENG00169,شهم,Adams,eng00169@company.com,0909 879 0518,ENGINEERING,Senior Engineer,L2,50000.0,2018-05-22,True,Field Camp,,Saudi,21,CC-ENG-201,2018-05-22
EMP-000170,HSE00170,Suzanne,Burgess,hse00170@company.com,+1-290-513-9837x354,HSE,Environmental Specialist,L3,200000.0,2013-04-11,True,Head Office,,Pakistani,31,CC-HSE-559,2013-04-11
EMP-000171,PRJ00171,Andrea,Palmer,prj00171@company.com,01184960936,PROJECTS,PMO Lead,L5,10000000.0,2010-06-05,True,Regional Office,,Bangladeshi,34,CC-PRJ-533,2010-06-05
EMP-000172,PRO00172,Anna,Figueroa,pro00172@company.com,+1-754-845-8771x7535,PROCUREMENT,Buyer,L1,10000.0,2016-10-03,True,Head Office,,Bangladeshi,30,CC-PRO-164,2016-10-03
EMP-000173,PRO00173,حلا,الجابر,pro00173@company.com,589-996-4235x369,PROCUREMENT,Procurement Lead,L5,10000000.0,2023-05-21,True,Site Office B,,Pakistani,19,CC-PRO-539,2023-05-21
EMP-000174,PRO00174,Jessica,Thompson,pro00174@company.com,(0306) 999 0777,PROCUREMENT,Senior Buyer,L2,50000.0,2022-10-19,True,Warehouse,CPM,Indian,34,CC-PRO-657,2022-10-19
EMP-000175,FIN00175,Megan,Jones,fin00175@company.com,+1-272-880-8010,FINANCE,CFO,L6,,2022-06-06,True,Regional Office,CFA,British,17,CC-FIN-865,2022-06-06
EMP-000176,PRO00176,Amanda,Brown,pro00176@company.com,9382750997,PROCUREMENT,Category Manager,L4,1000000.0,2017-09-25,True,Warehouse,CPM,Pakistani,3,CC-PRO-460,2017-09-25
EMP-000177,FIN00177,Vincent,Hooper,fin00177@company.com,001-548-640-8621x1823,FINANCE,Cost Controller,L4,1000000.0,2013-12-05,True,Warehouse,,Jordanian,12,CC-FIN-930,2013-12-05
EMP-000178,PRO00178,Lydia,Valdez,pro00178@company.com,+44(0)151 496 0933,PROCUREMENT,Procurement Specialist,L3,200000.0,2020-04-07,True,Head Office,,Saudi,21,CC-PRO-417,2020-04-07
EMP-000179,FIN00179,حسيب,Lewis,fin00179@company.com,001-701-366-6870x02176,FINANCE,CFO,L6,,2022-03-07,True,Head Office,,Filipino,23,CC-FIN-982,2022-03-07
EMP-000180,HSE00180,Suzanne,آل سلطان,hse00180@company.com,001-474-701-4890,HSE,HSE Manager,L4,1000000.0,2017-06-12,True,Regional Office,CSP,Jordanian,25,CC-HSE-447,2017-06-12
EMP-000181,CTR00181,Samuel,Peterson,ctr00181@company.com,(714)229-3968x5621,CONTRACTS,Contract Specialist,L2,50000.0,2021-02-27,True,Regional Office,,Filipino,6,CC-CTR-844,2021-02-27
EMP-000182,ENG00182,Kelsey,Roberts,eng00182@company.com,+1-465-804-7735x866,ENGINEERING,Senior Engineer,L2,50000.0,2014-01-18,True,Site Office A,CEng,Filipino,29,CC-ENG-717,2014-01-18
EMP-000183,PRJ00183,Sherry,Evans,prj00183@company.com,314-326-2655,PROJECTS,Project Coordinator,L1,10000.0,2019-12-16,True,Head Office,,British,28,CC-PRJ-381,2019-12-16
EMP-000184,PRJ00184,Lucy,المهيدب,prj00184@company.com,01154960212,PROJECTS,Project Manager,L4,1000000.0,2011-04-15,True,Site Office B,PRINCE2,Saudi,10,CC-PRJ-969,2011-04-15
EMP-000185,PRJ00185,واصل,Armstrong,prj00185@company.com,(810)315-8199x56046,PROJECTS,Project Manager,L4,1000000.0,2010-10-13,True,Head Office,,British,25,CC-PRJ-680,2010-10-13
EMP-000186,PRO00186,Michael,Le,pro00186@company.com,+1-662-924-4472x12646,PROCUREMENT,Buyer,L1,10000.0,2020-02-03,False,Site Office A,,Bangladeshi,9,CC-PRO-642,2020-02-03
EMP-000187,ENG00187,Derek,Rush,eng00187@company.com,+442074960937,ENGINEERING,Senior Engineer,L2,50000.0,2016-04-02,True,Head Office,,Jordanian,34,CC-ENG-496,2016-04-02
EMP-000188,CTR00188,Albert,Sharp,ctr00188@company.com,+44(0)8081570965,CONTRACTS,Contract Admin,L1,10000.0,2015-11-03,True,Head Office,,Bangladeshi,19,CC-CTR-810,2015-11-03
EMP-000189,CTR00189,Nicola,Warren,ctr00189@company.com,+1-924-559-3752x654,CONTRACTS,Contract Specialist,L2,50000.0,2012-10-01,True,Head Office,,Pakistani,29,CC-CTR-189,2012-10-01
EMP-000190,HSE00190,هاشم,Maldonado,hse00190@company.com,+44(0)131 496 0193,HSE,Chief Safety Officer,L6,,2017-03-03,True,Warehouse,IOSH,Filipino,11,CC-HSE-828,2017-03-03
EMP-000191,PRJ00191,Katy,Espinoza,prj00191@company.com,6735741672,PROJECTS,Scheduler,L3,200000.0,2013-11-27,True,Site Office B,PRINCE2,Pakistani,16,CC-PRJ-909,2013-11-27
EMP-000192,FIN00192,لبيد,المشاولة,fin00192@company.com,+44114 496 0797,FINANCE,Financial Analyst,L2,50000.0,2022-11-02,True,Regional Office,,Bangladeshi,6,CC-FIN-167,2022-11-02
EMP-000193,ENG00193,Kenneth,Garcia,eng00193@company.com,(880)758-9113x52909,ENGINEERING,Engineering Manager,L6,,2020-09-26,True,Regional Office,,Indian,9,CC-ENG-424,2020-09-26
EMP-000194,PRJ00194,Kenneth,Wilson,prj00194@company.com,288.999.3756x79825,PROJECTS,Planner,L2,50000.0,2021-08-09,True,Regional Office,,Bangladeshi,12,CC-PRJ-886,2021-08-09
EMP-000195,CTR00195,Bethan,Newton,ctr00195@company.com,(954)357-3875,CONTRACTS,Contract Specialist,L2,50000.0,2011-03-30,True,Site Office B,,Filipino,11,CC-CTR-265,2011-03-30
EMP-000196,ENG00196,رسمي,آل صفوان,eng00196@company.com,+44(0)1134960105,ENGINEERING,Lead Engineer,L3,200000.0,2017-10-05,False,Site Office B,PE,Filipino,13,CC-ENG-750,2017-10-05
EMP-000197,CTR00197,شعلان,Davidson,ctr00197@company.com,582.882.5867,CONTRACTS,Contract Admin,L1,10000.0,2016-10-16,True,Head Office,,Pakistani,10,CC-CTR-275,2016-10-16
EMP-000198,PRJ00198,Jenna,McCarthy,prj00198@company.com,(0141)4960093,PROJECTS,Scheduler,L3,200000.0,2023-07-29,True,Field Camp,PMP,Indian,3,CC-PRJ-756,2023-07-29
EMP-000199,HSE00199,Geoffrey,Davies,hse00199@company.com,734.519.1825,HSE,HSE Officer,L1,10000.0,2014-09-23,True,Site Office A,,Jordanian,35,CC-HSE-396,2014-09-23
EMP-000200,PRJ00200,كريم,آل رفيع,prj00200@company.com,(0191) 496 0596,PROJECTS,Planner,L2,50000.0,2015-06-30,True,Warehouse,PMP,Saudi,11,CC-PRJ-550,2015-06-30
EMP-000201,ENG00201,لورين,Bell,eng00201@company.com,+44131 496 0792,ENGINEERING,Senior Engineer,L2,50000.0,2017-08-18,True,Site Office A,,British,26,CC-ENG-233,2017-08-18
EMP-000202,HSE00202,Jodie,Andrews,hse00202@company.com,425-813-4125,HSE,Safety Inspector,L2,50000.0,2012-05-19,True,Site Office A,OSHA 30,Pakistani,7,CC-HSE-151,2012-05-19
EMP-000203,ENG00203,سنان,Barber,eng00203@company.com,+44(0)1164960782,ENGINEERING,Senior Engineer,L2,50000.0,2023-10-21,True,Field Camp,,British,21,CC-ENG-294,2023-10-21
EMP-000204,HSE00204,مشرق,Thompson,hse00204@company.com,979-805-0723x68876,HSE,Safety Inspector,L2,50000.0,2021-07-18,True,Regional Office,NEBOSH,American,33,CC-HSE-568,2021-07-18
EMP-000205,CTR00205,نبهان,Armstrong,ctr00205@company.com,9349043842,CONTRACTS,Contract Admin,L1,10000.0,2017-11-30,True,Head Office,,Bangladeshi,31,CC-CTR-392,2017-11-30
EMP-000206,FIN00206,Kathleen,Kaur,fin00206@company.com,+44306 999 0858,FINANCE,Cost Controller,L4,1000000.0,2019-09-01,True,Head Office,,American,24,CC-FIN-146,2019-09-01
EMP-000207,ENG00207,Marcus,Taylor,eng00207@company.com,01154960340,ENGINEERING,Lead Engineer,L3,200000.0,2014-05-14,True,Head Office,,Jordanian,18,CC-ENG-945,2014-05-14
EMP-000208,CTR00208,فخر,آل معيض,ctr00208@company.com,513.239.5962x923,CONTRACTS,Contract Engineer,L3,200000.0,2012-08-31,True,Head Office,,British,22,CC-CTR-671,2012-08-31
EMP-000209,CTR00209,Victoria,آل سعود,ctr00209@company.com,+1-425-844-9481,CONTRACTS,Claims Analyst,L4,1000000.0,2014-06-19,True,Site Office A,,Saudi,3,CC-CTR-139,2014-06-19
EMP-000210,PRO00210,Alison,Schultz,pro00210@company.com,(632)853-6729,PROCUREMENT,Senior Buyer,L2,50000.0,2020-08-16,True,Head Office,,Pakistani,21,CC-PRO-727,2020-08-16
EMP-000211,ENG00211,Phillip,Phillips,eng00211@company.com,(884)557-7590x1751,ENGINEERING,Senior Engineer,L2,50000.0,2023-10-30,True,Head Office,,Sudanese,35,CC-ENG-601,2023-10-30
EMP-000212,PRJ00212,مُتوكّل,Lawrence,prj00212@company.com,01314960892,PROJECTS,Project Coordinator,L1,10000.0,2010-05-17,True,Warehouse,,Bangladeshi,20,CC-PRJ-915,2010-05-17
EMP-000213,LEG00213,زهير,أبا الخيل,leg00213@company.com,8175012770,LEGAL,Legal Manager,L5,10000000.0,2010-08-07,True,Head Office,,Bangladeshi,15,CC-LEG-838,2010-08-07
EMP-000214,PRO00214,Jason,Anderson,pro00214@company.com,315-341-5206x436,PROCUREMENT,Senior Buyer,L2,50000.0,2021-10-04,True,Site Office B,,Pakistani,16,CC-PRO-132,2021-10-04
EMP-000215,PRJ00215,Clifford,Reyes,prj00215@company.com,370.705.1627x13611,PROJECTS,Scheduler,L3,200000.0,2014-04-12,True,Site Office A,PRINCE2,American,33,CC-PRJ-893,2014-04-12
EMP-000216,PRJ00216,Peggy,Goodwin,prj00216@company.com,+1-921-589-0927x5326,PROJECTS,Planner,L2,50000.0,2011-05-26,True,Site Office B,,Jordanian,34,CC-PRJ-485,2011-05-26
EMP-000217,ENG00217,عدنان,Holmes,eng00217@company.com,001-665-265-2341x3899,ENGINEERING,Engineer,L1,10000.0,2021-12-16,True,Site Office A,,Filipino,31,CC-ENG-296,2021-12-16
EMP-000218,CTR00218,ثابت,McDonald,ctr00218@company.com,964.303.7613,CONTRACTS,Contract Admin,L1,10000.0,2016-09-11,True,Field Camp,,Filipino,19,CC-CTR-821,2016-09-11
EMP-000219,PRO00219,Stacy,O'Sullivan,pro00219@company.com,(596)258-2710x9104,PROCUREMENT,Procurement Specialist,L3,200000.0,2017-02-10,True,Site Office B,,Filipino,19,CC-PRO-224,2017-02-10
EMP-000220,PRJ00220,صباح,Herrera,prj00220@company.com,001-686-366-1889x241,PROJECTS,Planner,L2,50000.0,2018-11-07,True,Field Camp,,Filipino,3,CC-PRJ-394,2018-11-07
EMP-000221,CTR00221,طيّب,Sanchez,ctr00221@company.com,+4420 7496 0146,CONTRACTS,Contract Admin,L1,10000.0,2019-12-03,True,Warehouse,,Egyptian,13,CC-CTR-947,2019-12-03
EMP-000222,FIN00222,Kyle,كانو,fin00222@company.com,(0115)4960799,FINANCE,Finance Manager,L5,10000000.0,2016-02-04,True,Site Office B,,Egyptian,4,CC-FIN-785,2016-02-04
EMP-000223,CTR00223,Malcolm,آل معيض,ctr00223@company.com,(610)420-2758,CONTRACTS,Contract Admin,L1,10000.0,2015-03-23,True,Site Office A,,Jordanian,7,CC-CTR-797,2015-03-23
EMP-000224,HSE00224,Denise,Hartley,hse00224@company.com,305-964-8149,HSE,HSE Officer,L1,10000.0,2022-05-06,False,Head Office,,Jordanian,31,CC-HSE-766,2022-05-06
EMP-000225,PRO00225,John,Evans,pro00225@company.com,(252)241-9138,PROCUREMENT,Procurement Manager,L6,,2017-03-16,True,Head Office,,Bangladeshi,15,CC-PRO-647,2017-03-16
EMP-000226,PRJ00226,قانت,Shaw,prj00226@company.com,(608)363-5365,PROJECTS,Project Manager,L4,1000000.0,2010-11-02,False,Head Office,,Pakistani,3,CC-PRJ-956,2010-11-02
EMP-000227,ENG00227,مفيد,Wood,eng00227@company.com,(738)306-1744,ENGINEERING,Senior Engineer,L2,50000.0,2016-06-29,True,Head Office,,Indian,22,CC-ENG-391,2016-06-29
EMP-000228,FIN00228,Laura,العليان,fin00228@company.com,020 7946 0493,FINANCE,AP Specialist,L3,200000.0,2021-10-05,True,Field Camp,,Jordanian,18,CC-FIN-297,2021-10-05
EMP-000229,HSE00229,Jamie,Barnes,hse00229@company.com,001-883-620-6038x5050,HSE,Safety Inspector,L2,50000.0,2020-04-17,True,Warehouse,IOSH,Filipino,13,CC-HSE-279,2020-04-17
EMP-000230,PRJ00230,زياد,الخرافي,prj00230@company.com,(341)303-8657,PROJECTS,Scheduler,L3,200000.0,2019-02-04,True,Site Office B,PMP,Pakistani,9,CC-PRJ-588,2019-02-04
EMP-000231,ENG00231,Alison,Barnes,eng00231@company.com,001-890-762-3445,ENGINEERING,Engineer,L1,10000.0,2015-11-07,True,Site Office A,CEng,Filipino,1,CC-ENG-367,2015-11-07
EMP-000232,PRJ00232,فرحان,Hayes,prj00232@company.com,(891)321-2775,PROJECTS,Scheduler,L3,200000.0,2011-05-24,True,Site Office A,PMI-ACP,Indian,19,CC-PRJ-476,2011-05-24
EMP-000233,PRJ00233,عربي,حجار,prj00233@company.com,+44118 4960112,PROJECTS,Project Coordinator,L1,10000.0,2012-12-30,True,Site Office A,,British,27,CC-PRJ-818,2012-12-30
EMP-000234,FIN00234,Anthony,Davis,fin00234@company.com,652.613.5680,FINANCE,Financial Analyst,L2,50000.0,2022-01-21,True,Regional Office,,Bangladeshi,6,CC-FIN-638,2022-01-21
EMP-000235,ENG00235,بهية,آل حسين,eng00235@company.com,001-883-717-1210x0323,ENGINEERING,Lead Engineer,L3,200000.0,2011-10-02,False,Head Office,,Sudanese,13,CC-ENG-686,2011-10-02
EMP-000236,FIN00236,Sheri,Jackson,fin00236@company.com,001-741-301-3721,FINANCE,Accountant,L1,10000.0,2021-09-02,True,Warehouse,,Jordanian,6,CC-FIN-622,2021-09-02
EMP-000237,ENG00237,عبّود,Ali,eng00237@company.com,(267)506-6253x24472,ENGINEERING,Engineer,L1,10000.0,2012-12-16,True,Site Office A,LEED AP,Filipino,2,CC-ENG-505,2012-12-16
EMP-000238,ENG00238,مُتوكّل,Walker,eng00238@company.com,701.946.2638x3806,ENGINEERING,Engineer,L1,10000.0,2014-11-21,True,Head Office,,Indian,35,CC-ENG-161,2014-11-21
EMP-000239,CTR00239,John,Adams,ctr00239@company.com,564-420-5930x40785,CONTRACTS,Contract Admin,L1,10000.0,2020-08-03,True,Site Office A,,Pakistani,27,CC-CTR-483,2020-08-03
EMP-000240,CTR00240,جليل,الجفالي,ctr00240@company.com,7397652239,CONTRACTS,Contract Specialist,L2,50000.0,2018-06-20,True,Warehouse,,Sudanese,9,CC-CTR-769,2018-06-20
EMP-000241,LEG00241,Jesse,Smith,leg00241@company.com,001-229-337-8427,LEGAL,Legal Officer,L1,10000.0,2022-01-19,True,Head Office,,Egyptian,1,CC-LEG-874,2022-01-19
EMP-000242,PRO00242,Matthew,Sellers,pro00242@company.com,0113 496 0593,PROCUREMENT,Buyer,L1,10000.0,2022-03-19,True,Site Office A,CPSM,British,10,CC-PRO-382,2022-03-19
EMP-000243,PRO00243,سامح,Mathis,pro00243@company.com,(0114) 496 0029,PROCUREMENT,Procurement Lead,L5,10000000.0,2012-07-13,True,Warehouse,,Saudi,16,CC-PRO-311,2012-07-13
EMP-000244,PRO00244,Matthew,Khan,pro00244@company.com,+44114 496 0569,PROCUREMENT,Procurement Specialist,L3,200000.0,2020-01-06,True,Warehouse,CIPS,American,29,CC-PRO-339,2020-01-06
EMP-000245,FIN00245,Jessica,بقشان,fin00245@company.com,001-667-452-8953x9264,FINANCE,Cost Controller,L4,1000000.0,2011-04-08,True,Field Camp,ACCA,Bangladeshi,21,CC-FIN-342,2011-04-08
EMP-000246,ENG00246,علاء,آل عواض,eng00246@company.com,0909 8790902,ENGINEERING,Engineer,L1,10000.0,2021-09-10,True,Site Office A,PMP,American,32,CC-ENG-148,2021-09-10
EMP-000247,CTR00247,ريتاج,الجابر,ctr00247@company.com,001-417-325-1355,CONTRACTS,Contracts Manager,L5,10000000.0,2018-07-20,True,Site Office A,,American,27,CC-CTR-252,2018-07-20
EMP-000248,ENG00248,خليل,Smith,eng00248@company.com,01134960433,ENGINEERING,Engineer,L1,10000.0,2022-01-24,True,Regional Office,,Pakistani,30,CC-ENG-159,2022-01-24
EMP-000249,PRJ00249,جوريّة,آل عواض,prj00249@company.com,001-300-967-6267x6586,PROJECTS,Program Director,L6,,2022-07-02,True,Site Office A,PMI-ACP,Indian,29,CC-PRJ-967,2022-07-02
EMP-000250,ENG00250,راغب,Wright,eng00250@company.com,410.340.5411x526,ENGINEERING,Senior Engineer,L2,50000.0,2014-04-10,True,Site Office A,,Saudi,5,CC-ENG-292,2014-04-10
EMP-000251,HSE00251,Frank,Williams,hse00251@company.com,606.629.6201x5336,HSE,Environmental Specialist,L3,200000.0,2022-07-15,True,Head Office,,Filipino,1,CC-HSE-316,2022-07-15
EMP-000252,CTR00252,Anthony,Little,ctr00252@company.com,+1-972-505-0614,CONTRACTS,Contracts Director,L6,,2012-08-19,True,Regional Office,,Egyptian,14,CC-CTR-506,2012-08-19
EMP-000253,CTR00253,Samuel,Williams,ctr00253@company.com,714.467.7418x6256,CONTRACTS,Contract Engineer,L3,200000.0,2016-05-07,True,Site Office B,,British,20,CC-CTR-367,2016-05-07
EMP-000254,ENG00254,Karen,آل خضير,eng00254@company.com,+44(0)117 496 0490,ENGINEERING,Project Engineer,L5,10000000.0,2020-06-14,True,Field Camp,,British,14,CC-ENG-479,2020-06-14
EMP-000255,ENG00255,Jason,Poole,eng00255@company.com,+1-558-969-3806x86879,ENGINEERING,Engineer,L1,10000.0,2014-12-18,True,Head Office,,Bangladeshi,27,CC-ENG-402,2014-12-18
EMP-000256,PRO00256,Lindsey,Williams,pro00256@company.com,4894899217,PROCUREMENT,Senior Buyer,L2,50000.0,2018-07-09,True,Head Office,,British,17,CC-PRO-881,2018-07-09
EMP-000257,HSE00257,Kristin,بن لادن,hse00257@company.com,+1-663-929-4511x68685,HSE,Chief Safety Officer,L6,,2021-01-01,True,Warehouse,OSHA 30,Sudanese,32,CC-HSE-288,2021-01-01
EMP-000258,CTR00258,Jacqueline,العليان,ctr00258@company.com,(716)822-9991x19148,CONTRACTS,Contract Specialist,L2,50000.0,2011-04-27,True,Regional Office,,Indian,4,CC-CTR-882,2011-04-27
EMP-000259,PRO00259,Julie,Bartlett,pro00259@company.com,+1-770-524-6299x606,PROCUREMENT,Buyer,L1,10000.0,2015-03-11,True,Head Office,CPSM,British,4,CC-PRO-732,2015-03-11
EMP-000260,PRJ00260,Phillip,Cox,prj00260@company.com,344-547-1324x75469,PROJECTS,PMO Lead,L5,10000000.0,2020-11-02,True,Head Office,,American,1,CC-PRJ-117,2020-11-02
EMP-000261,FIN00261,Mary,Johnson,fin00261@company.com,(408)521-4862x890,FINANCE,Accountant,L1,10000.0,2016-06-06,True,Regional Office,,Pakistani,7,CC-FIN-198,2016-06-06
EMP-000262,FIN00262,Kate,الجفالي,fin00262@company.com,(934)457-8610x357,FINANCE,Accountant,L1,10000.0,2023-11-26,True,Regional Office,CFA,Indian,24,CC-FIN-515,2023-11-26
EMP-000263,FIN00263,Paul,Nash,fin00263@company.com,(0116)4960414,FINANCE,Accountant,L1,10000.0,2015-01-25,True,Regional Office,CPA,Indian,26,CC-FIN-488,2015-01-25
EMP-000264,ENG00264,تميم,King,eng00264@company.com,433.446.8007,ENGINEERING,Senior Engineer,L2,50000.0,2010-03-19,True,Head Office,,British,7,CC-ENG-640,2010-03-19
EMP-000265,CTR00265,Kelly,Lloyd,ctr00265@company.com,01632960466,CONTRACTS,Contract Admin,L1,10000.0,2022-09-18,True,Head Office,,Indian,18,CC-CTR-656,2022-09-18
