vendor_id,vendor_code,vendor_name,vendor_legal_name,vendor_type,sector_specialization,country,state,city,postal_code,address_line1,address_line2,registration_number,vat_number,tax_id,bank_name,bank_account,swift_code,payment_terms_days,credit_limit_usd,performance_rating,risk_category,prequalification_status,prequalification_expiry_date,iso_certified,hse_rating,minority_owned,small_business,contact_name,contact_email,contact_phone,annual_turnover_usd,years_in_business,created_date,last_updated_date
VND-000287,V00287,Wheeler-Mitchell,Chase-Washington LLC,CONSULTANT,OIL_GAS,UAE,Sharjah,Amberside,42805,94884 Raymond Square,,REG-AE-64665076,VAT934803758907836,TID-640713195,Barclays,AE520051405468356521,BARCAEXXX,60,974325.88,4.3,LOW,APPROVED,2027-02-15,True,5,False,False,Eric Sloan,eric.sloan@sullivan.biz,711.896.4258,3470030.13,6,2016-02-18,2024-10-25
VND-000288,V00288,Smith and Sons,Golden Group LLC,OEM,CIVIL,UAE,Ajman,Garciaport,80745,"Studio 8
Amy Ferry",,REG-AE-62027391,VAT335111831722687,TID-755398297,Standard Chartered,AE973228898572545960,STANAEXXX,60,132401.55,3.5,LOW,APPROVED,2027-02-20,True,5,False,False,Danny Mckenzie,danny.mckenzie@moore.com,(028) 9018964,3349091.26,41,2021-10-21,2022-06-03
VND-000289,V00289,"Sinclair, Gough and Butler",Pollard PLC Ltd.,SUBCONTRACTOR,MULTI,UK,England,Sharonstad,SN8H 4YB,"Studio 9
Collins Extension",,REG-GB-93172511,VAT866273349333452,TID-238495768,Deutsche Bank,GB621127474721970546,DEUTGBXXX,90,66165.55,3.6,LOW,APPROVED,2029-02-26,True,4,False,True,Katherine Henderson,katherine.henderson@taylor.com,+1-378-605-7215,2770538.72,44,2019-12-11,2024-01-22
VND-000290,V00290,Coates Inc,"Lindsey, Romero and Russell Corp.",SUPPLIER,CIVIL,Canada,Alberta,Lake Junefort,E1K 8SG,220 Chandler Isle,,REG-CA-81822020,VAT222855241063214,TID-192151258,Wells Fargo,CA920214629613671577,WELLCAXXX,30,210558.36,2.6,MEDIUM,APPROVED,2028-07-04,False,3,False,False,Joseph Fleming-Stevens,joseph.fleming-steve@powell-davies.com,469-366-6725,7077569.83,32,2017-01-08,2022-08-10
VND-000291,V00291,Shaw Inc,Hayes-Davis Ltd.,MANUFACTURER,OIL_GAS,Australia,Victoria,Edwardchester,89985,0 Christopher Islands,,REG-AU-95320504,VAT194112079757835,TID-252189904,JPMorgan Chase,AU423590960567303064,JPMOAUXXX,45,862477.15,3.5,LOW,APPROVED,2028-07-21,True,5,False,False,Jordan Gallagher,jordan.gallagher@wilson.co.uk,+44121 496 0099,2069132.08,10,2015-10-11,2023-07-15
VND-000292,V00292,Donovan-Rodriguez,Johnson-Williams LLC,SUPPLIER,POWER,Saudi Arabia,Riyadh,East Royfort,77847,3929 Pace Shoals,,REG-SA-87643527,VAT262824858091866,TID-447605203,JPMorgan Chase,SA953567782659608931,JPMOSAXXX,90,1059163.94,3.5,LOW,EXPIRED,2020-01-30,True,4,False,False,Vanessa Davis,vanessa.davis@brooks.com,+443069990718,1076692.14,14,2022-06-13,2023-10-11
VND-000293,V00293,"Graham, Bird and Kirk","Davis, Pena and Buck Ltd.",SUPPLIER,POWER,India,Rajasthan,Johnberg,38899,"Studio 6
Abigail Burg",,REG-IN-59694974,VAT509597346306036,TID-117385244,JPMorgan Chase,IN117910336829635339,JPMOINXXX,60,345429.26,3.6,MEDIUM,APPROVED,2029-02-05,True,4,False,False,Katherine Bauer,katherine.bauer@brown-haas.info,01154960587,1187382.98,12,2018-05-21,2023-09-21
VND-000294,V00294,"Barnett, Mason and Cameron","Johnson, Rasmussen and Cruz Ltd.",SUPPLIER,OIL_GAS,UK,Wales,Jeanport,67183,1 Giles Forges,,REG-GB-93728466,VAT713316722352034,TID-207054287,Bank of America,GB732866464911110961,BANKGBXXX,60,597237.65,3.3,LOW,APPROVED,2029-02-07,True,3,False,False,Amanda Arroyo,amanda.arroyo@morris.com,+44114 496 0373,1125974.45,42,2022-02-07,2024-06-28
VND-000295,V00295,"Barnett, Macias and Henderson",Bryan PLC Ltd.,SUBCONTRACTOR,POWER,UK,England,South Jamieville,M60 6RL,9060 Anderson Spurs Apt. 111,Suite 128,REG-GB-79654067,VAT934571502208536,TID-744186766,BNP Paribas,GB570538444463060002,BNPXGBXXX,90,193847.06,4.4,LOW,APPROVED,2027-03-29,False,3,False,True,Alice Knowles,alice.knowles@scott.com,+44116 496 0464,683600.51,41,2018-07-24,2023-11-18
VND-000296,V00296,Whitaker and Sons,"Cowan, Harrison and Rodriguez Corp.",SUBCONTRACTOR,OIL_GAS,Kuwait,Hawally,Shirleyview,91414,9572 Harper Canyon,,REG-KW-13441373,VAT112989859812182,TID-775269926,Deutsche Bank,KW218263128196482531,DEUTKWXXX,60,351715.73,3.4,LOW,EXPIRED,2020-02-26,False,4,True,False,Jennifer Blackwell,jennifer.blackwell@peters.com,001-835-809-0254x25730,11353438.41,44,2021-08-27,2022-11-10
VND-000297,V00297,"Brown, Holmes and Smith","Wade, Kaur and Stephens LLC",SUPPLIER,POWER,UAE,Ajman,Williambury,95407,"Flat 2
Lydia Fort",,REG-AE-24371585,VAT418021462610676,TID-381314639,Standard Chartered,AE254383640412091179,STANAEXXX,60,1141483.18,3.6,MEDIUM,PENDING,2020-06-07,True,4,False,False,Gabriella Griffith,gabriella.griffith@jones-sanchez.net,(909)806-9130x9810,336376.14,36,2017-01-09,2022-07-10
VND-000298,V00298,Kidd-Macias,Connor Ltd Inc.,SUBCONTRACTOR,POWER,USA,Oklahoma,Powerbury,BA6M 0TS,53666 Quinn Mills Suite 755,,REG-US-44158548,VAT236906062204466,TID-307066016,JPMorgan Chase,US762402990155799802,JPMOUSXXX,60,619088.55,2.5,HIGH,CONDITIONAL,2023-01-02,True,5,False,False,Malcolm Ward,malcolm.ward@bell-gould.net,0292018628,5816531.58,6,2021-10-18,2022-03-02
VND-000299,V00299,Franklin-Andrews,"Parkes, Leach and Jones LLC",SUPPLIER,MULTI,UAE,Abu Dhabi,East Jennifer,L3 8GR,03 Swift Extensions,,REG-AE-88335942,VAT962943940712201,TID-730908025,Barclays,AE233158477686342346,BARCAEXXX,45,1172615.96,3.6,LOW,PENDING,2021-02-25,False,3,False,False,Monica Mueller,monica.mueller@french-miller.biz,+44(0)1632 960926,1075086.41,36,2018-06-30,2022-12-06
VND-000300,V00300,Phelps-Edwards,Miller Inc LLC,SUPPLIER,CIVIL,UAE,Ajman,South Leslie,G34 5ZP,"Flat 24t
Chelsea Estate",Apt. 618,REG-AE-34953074,VAT376202293372166,TID-177996967,Citibank,AE647208496498560125,CITIAEXXX,60,3145495.15,4.5,LOW,APPROVED,2028-05-14,True,4,False,False,Bianca Velazquez,bianca.velazquez@begum.com,(0116) 4960887,1294003.51,14,2017-05-31,2024-02-01
VND-000301,V00301,Potts-Knight,Jackson-Clayton Inc.,SUBCONTRACTOR,CIVIL,USA,Louisiana,North Cheryl,N1 2ZN,3 Harris Turnpike,Suite 970,REG-US-70771788,VAT777149573894207,TID-450979097,ABN AMRO,US259196655330770461,ABNXUSXXX,30,350095.54,2.1,HIGH,CONDITIONAL,2021-04-29,True,2,False,False,Anne Williams,anne.williams@lamb-thompson.com,+44116 4960543,11441059.02,41,2021-08-18,2024-02-24
VND-000302,V00302,"Berry, Turner and Gonzalez","Francis, Fisher and Clarke Inc.",CONSULTANT,CIVIL,USA,California,South Stanleyburgh,IP04 5QW,"Studio 52w
Fisher Overpass",Flat 17Q,REG-US-62791522,VAT884142050971727,TID-588103427,HSBC,US165017164455618579,HSBCUSXXX,30,329086.32,4.6,MEDIUM,APPROVED,2028-05-18,False,5,False,False,Melody Baker,melody.baker@thomas-banks.co.uk,+1-558-310-2131x25129,1207947.94,44,2020-07-13,2022-09-06
VND-000303,V00303,Higgins Inc,"Taylor, Hardin and House Corp.",SUBCONTRACTOR,MULTI,Oman,Al Batinah,Lake Alexandermouth,57251,16583 Roth Station,,REG-OM-26950183,VAT947840064793805,TID-727205133,HSBC,OM250401041459642297,HSBCOMXXX,60,181432.53,3.3,LOW,APPROVED,2026-12-20,True,5,False,True,Mark Savage,mark.savage@wong.com,+44(0)20 74960274,398441.96,38,2019-08-20,2024-07-04
VND-000304,V00304,"Ali, Hart and Lloyd",Foster PLC Ltd.,MANUFACTURER,CIVIL,Australia,Western Australia,Lopeztown,ST3 4NG,75096 Emily Stravenue,Flat 1,REG-AU-78978156,VAT452813775582553,TID-916567721,Standard Chartered,AU773117030376371539,STANAUXXX,60,223921.49,2.9,LOW,PENDING,2023-09-04,False,3,False,False,Craig Thomas,craig.thomas@martinez.com,+4420 7496 0591,795957.17,14,2018-07-01,2024-07-18
VND-000305,V00305,Taylor-Hall,Hall-Hall Inc.,MANUFACTURER,OIL_GAS,USA,New York,Barbarastad,19124,"Flat 2
Palmer Ways",,REG-US-45645373,VAT194650557840783,TID-480562915,JPMorgan Chase,US554912711307240787,JPMOUSXXX,60,603037.8,3.5,MEDIUM,PENDING,2020-11-04,True,3,True,False,Dr Leanne Miller,dr.leanne.miller@watkins.com,(450)662-2923x1067,12855191.94,30,2019-11-03,2023-03-11
VND-000306,V00306,Ali-Jones,May-Walsh Ltd.,SUPPLIER,CIVIL,India,Tamil Nadu,North Jean,LS9M 3WU,0425 Sutton Meadow Apt. 928,,REG-IN-46971545,VAT887579406829918,TID-868609437,Bank of America,IN227861031310094318,BANKINXXX,45,1098901.16,2.8,LOW,APPROVED,2028-06-26,True,3,False,False,Kathleen Burke,kathleen.burke@barrett.info,(0131) 496 0525,1547066.52,11,2019-07-16,2024-03-13
VND-000307,V00307,Harrington-Armstrong,"Cook, James and Harrison LLC",SUPPLIER,CIVIL,Saudi Arabia,Jubail,North Katiestad,93313,9705 Patrick Drive,,REG-SA-33825666,VAT397052713016907,TID-182653501,Wells Fargo,SA129743251225720765,WELLSAXXX,60,857879.54,3.5,LOW,APPROVED,2028-04-04,False,2,False,False,Kelly Curtis,kelly.curtis@schultz-winters.info,+441144960877,519899.77,35,2016-11-30,2022-01-20
VND-000308,V00308,Robinson-Butler,"Jones, Lane and Sharpe Ltd.",SUBCONTRACTOR,POWER,UK,Wales,South Janetborough,85152,0388 Wright Lane,,REG-GB-46230390,VAT684689728326896,TID-881915487,Deutsche Bank,GB247758474570545897,DEUTGBXXX,90,37850.76,3.8,MEDIUM,APPROVED,2027-02-10,True,3,False,True,Steven Evans-Hobbs,steven.evans-hobbs@wilson.com,+44(0)292018044,2442176.94,31,2022-03-05,2022-02-12
VND-000309,V00309,Cole Group,Dean-Robertson Corp.,SUPPLIER,CIVIL,Qatar,Al Rayyan,West Anthony,G50 0PX,"Flat 56
Teresa Mews",,REG-QA-56073515,VAT789466092831902,TID-232028651,Citibank,QA764878245569644309,CITIQAXXX,45,630140.63,3.8,LOW,PENDING,2023-03-06,True,5,False,False,Sheila Hall,sheila.hall@garrett-peters.org,(0141)4960259,38073075.34,27,2019-11-11,2024-07-20
VND-000310,V00310,Haynes-Ali,"Martin, Reeves and Davis LLC",LABOUR_CONTRACTOR,OIL_GAS,UAE,Sharjah,Marioshire,65048,662 Gavin Mission,,REG-AE-48019256,VAT849091697107182,TID-925584388,HSBC,AE547034910740650042,HSBCAEXXX,45,326951.07,3.1,MEDIUM,APPROVED,2026-10-07,True,5,False,False,Amy Love,amy.love@brown-jones.com,943-230-8003,946843.51,50,2021-04-15,2022-11-14
VND-000311,V00311,"Johnson, Perez and Henry","Espinoza, Perry and Jones LLC",CONSULTANT,CIVIL,Saudi Arabia,Dhahran,Port Jesse,BT9N 6HF,8586 Mary Throughway Suite 535,,REG-SA-50935883,VAT434767298559716,TID-708452006,Citibank,SA484494296592342683,CITISAXXX,45,320610.31,2.5,HIGH,CONDITIONAL,2023-01-22,True,3,False,False,Brenda Flores,brenda.flores@davies.info,(0141) 4960147,930793.93,16,2022-01-17,2024-08-02
VND-000312,V00312,Holloway-Johnson,"Davies, Shah and Summers LLC",SUBCONTRACTOR,OIL_GAS,Saudi Arabia,Jubail,Morrisonhaven,B40 2PH,"Studio 57z
Abigail Neck",Studio 31N,REG-SA-62701842,VAT553669346432201,TID-819492101,HSBC,SA168061294398529894,HSBCSAXXX,60,1557771.41,4.3,MEDIUM,APPROVED,2029-03-09,True,4,False,False,Lucy Clark,lucy.clark@reid.com,8094004047,1008285.77,34,2015-01-25,2024-08-05
VND-000313,V00313,Calhoun Ltd,Bryant-Randolph Ltd.,MANUFACTURER,CIVIL,UK,Wales,West Jasonborough,62957,13798 Nelson Squares,,REG-GB-19011655,VAT272284023297834,TID-748315285,Bank of America,GB248038287232440793,BANKGBXXX,45,729048.71,2.9,MEDIUM,APPROVED,2026-10-29,False,2,False,False,Christian Wallis-Fletcher,christian.wallis-fle@townsend-roach.com,(0114) 4960231,1030948.78,20,2016-05-10,2024-11-30
VND-000314,V00314,Henry Group,"Jones, Roberts and Jennings LLC",SUPPLIER,CIVIL,UAE,Ajman,Hollandfort,85721,730 Cox Rapid Suite 778,,REG-AE-48849191,VAT212612614577088,TID-732180317,ABN AMRO,AE479791620223288377,ABNXAEXXX,45,588129.12,3.9,LOW,APPROVED,2027-10-29,True,4,False,False,Dr Russell Jarvis,dr.russell.jarvis@merritt.com,(958)782-5562x965,324410.45,30,2020-07-12,2024-01-23
VND-000315,V00315,Cooper Ltd,"Hall, Mitchell and Taylor LLC",OEM,CIVIL,Saudi Arabia,Riyadh,Port Ellie,78985,236 Samantha Creek,Apt. 904,REG-SA-18424279,VAT838498901169111,TID-262567425,Bank of America,SA757052774025883586,BANKSAXXX,90,2103399.74,4.6,MEDIUM,APPROVED,2028-11-10,True,3,False,False,Mathew Miles,mathew.miles@foster.com,001-735-871-5586x8639,958678.75,50,2018-12-12,2023-11-26
VND-000316,V00316,Johnson Inc,Turner-Clark LLC,LABOUR_CONTRACTOR,MULTI,UAE,Ajman,Lake Dawn,L2 1LT,6094 Hughes Fords Suite 699,,REG-AE-73943071,VAT955580350306138,TID-348608349,Wells Fargo,AE734259959961002311,WELLAEXXX,60,628477.62,3.2,LOW,APPROVED,2027-04-05,True,5,True,False,Stephanie Lopez,stephanie.lopez@marsh.com,+4428 9018 0990,2987674.51,29,2017-08-27,2022-08-04
VND-000317,V00317,King-Davis,Palmer Group Corp.,CONSULTANT,CIVIL,Oman,Muscat,South Stanleystad,95433,5397 Marcus Plaza Suite 396,Apt. 290,REG-OM-80938021,VAT989465430418529,TID-306476061,JPMorgan Chase,OM655176298334774332,JPMOOMXXX,30,2496816.33,4.0,LOW,APPROVED,2026-10-28,False,1,True,False,John Salinas,john.salinas@barker-oliver.com,(0114)4960827,1617384.77,18,2015-12-19,2022-02-19
VND-000318,V00318,Olson and Sons,Griffiths-Nash Corp.,LABOUR_CONTRACTOR,OIL_GAS,Oman,Dhofar,Robertsside,51265,42359 Perez Mills Apt. 122,Apt. 775,REG-OM-50027348,VAT232770757439298,TID-635488193,Standard Chartered,OM769785598217661912,STANOMXXX,45,165861.44,2.9,LOW,PENDING,2023-05-16,False,4,False,False,Bruce Black,bruce.black@carter-martin.com,(0113)4960858,831961.7,39,2017-08-02,2022-04-16
VND-000319,V00319,Johnson Inc,O'Sullivan-Smith Ltd.,MANUFACTURER,CIVIL,Australia,Queensland,Wellsview,87616,858 Woods Turnpike Apt. 961,,REG-AU-54901365,VAT961015907880470,TID-163771640,Wells Fargo,AU359846908197400564,WELLAUXXX,90,486923.25,1.9,HIGH,CONDITIONAL,2023-01-25,True,3,False,False,Bruce Oliver,bruce.oliver@baker.com,232.342.6050,17229389.49,26,2016-07-24,2023-02-23
VND-000320,V00320,Woods Inc,Estrada PLC S.A.,SUBCONTRACTOR,CIVIL,France,Auvergne-Rhône-Alpes,West Ashleymouth,32884,"Flat 46
Ann Canyon",,REG-FR-17429830,VAT971010890882999,TID-939475582,Bank of America,FR121872401078356743,BANKFRXXX,60,196400.65,3.1,MEDIUM,PENDING,2023-05-30,False,4,False,True,Rebecca Lopez,rebecca.lopez@jones-gibson.biz,+44306 9990603,2616121.09,29,2017-03-14,2024-12-30
VND-000321,V00321,Jones-Miller,Griffin-Williams Ltd.,SUBCONTRACTOR,POWER,Australia,Victoria,Powerbury,84570,6475 Huff Rapids Suite 478,,REG-AU-20282645,VAT242666172000833,TID-570895797,Deutsche Bank,AU173560331903689003,DEUTAUXXX,45,32418.59,3.5,MEDIUM,APPROVED,2026-07-12,False,5,False,True,Travis Hicks,travis.hicks@carr.net,01414960989,8324634.31,25,2017-01-09,2023-08-02
VND-000322,V00322,"Lee, Compton and Lee",Mcintosh-Nguyen Inc.,SUPPLIER,OIL_GAS,USA,Texas,Rogersfort,S4E 3ZF,588 Martin Mountain,Apt. 433,REG-US-75257692,VAT188322909137428,TID-318565444,Deutsche Bank,US893745843845881056,DEUTUSXXX,60,326984.6,5.0,MEDIUM,APPROVED,2027-07-30,False,3,False,False,Garry Richards,garry.richards@soto-villa.com,+44(0)116 4960753,1111621.6,24,2016-07-15,2024-12-02
VND-000323,V00323,Hudson-Walton,Collins LLC Corp.,OEM,CIVIL,South Korea,Ulsan,Edwardsshire,S3E 6UZ,6512 David Trace Apt. 014,Suite 216,REG-KR-40124961,VAT527083841583805,TID-298026764,Barclays,KR150449641049670667,BARCKRXXX,60,862746.83,4.2,MEDIUM,APPROVED,2029-04-08,True,2,False,False,Ronald Lane,ronald.lane@martinez-bennett.net,8905015944,18342045.11,8,2022-05-27,2024-06-01
VND-000324,V00324,Duncan PLC,Harris-Jensen Corp.,MANUFACTURER,MULTI,Qatar,Al Rayyan,New Cassandra,CM13 3JT,41034 Riley Rapid,Studio 3,REG-QA-72724302,VAT368220384057250,TID-241597244,Deutsche Bank,QA589660186487699842,DEUTQAXXX,30,797714.41,2.7,HIGH,EXPIRED,2023-10-29,True,4,False,False,Edward Gray,edward.gray@spencer.com,216-677-2696,1299522.22,22,2015-03-04,2023-07-29
VND-000325,V00325,Gomez-Hill,Greenwood and Sons Ltd.,SUPPLIER,OIL_GAS,India,Rajasthan,Kimhaven,S97 9JD,95 Palmer Overpass,,REG-IN-64842825,VAT752534632901227,TID-185412831,HSBC,IN371495427707070578,HSBCINXXX,30,1213872.53,3.9,LOW,APPROVED,2026-08-23,False,5,False,False,Mrs Rachael Buckley,mrs.rachael.buckley@jenkins-patel.com,(01632)960761,5353367.48,33,2018-02-06,2023-10-06
VND-000326,V00326,Gilbert PLC,Parker-Wilson Ltd.,OEM,CIVIL,India,Gujarat,Damienbury,33320,2426 Pitts Ferry Apt. 642,,REG-IN-24651674,VAT670758536735823,TID-576540243,JPMorgan Chase,IN548795083044058093,JPMOINXXX,45,750265.63,1.8,HIGH,CONDITIONAL,2020-06-07,True,4,False,False,Miss Marilyn Steele,miss.marilyn.steele@newman.com,819.409.2487,7193348.7,20,2016-04-08,2024-11-12
VND-000327,V00327,Palmer-Smith,"Frederick, Sanchez and Smith Inc.",LABOUR_CONTRACTOR,CIVIL,USA,Louisiana,Port Susanland,52117,72239 Berry Harbors,,REG-US-88045796,VAT487370457019052,TID-330713535,Deutsche Bank,US757490250429019358,DEUTUSXXX,60,1510710.41,4.3,LOW,APPROVED,2027-02-15,True,3,False,False,Debra Logan,debra.logan@tran-wood.com,01184960721,4356195.33,29,2019-04-01,2022-03-08
VND-000328,V00328,Norris-Miles,"Hall, Miah and Reynolds Ltd.",MANUFACTURER,MULTI,UK,Northern Ireland,Lake Catherine,B31 4EZ,"Studio 4
Jennings Oval",,REG-GB-42352710,VAT925056538919597,TID-540154492,Bank of America,GB247887543943535375,BANKGBXXX,60,562268.25,3.4,MEDIUM,APPROVED,2028-04-03,False,4,False,False,James Smith,james.smith@roberts.net,001-903-662-7924x63203,8507583.48,40,2019-01-22,2022-06-13
VND-000329,V00329,"Carr, Ferguson and Harris",Manning-Hall Inc.,CONSULTANT,OIL_GAS,USA,New York,Hallmouth,W1 5HN,28400 Crystal Landing,,REG-US-70944129,VAT287767446871163,TID-229696032,BNP Paribas,US339294455116682973,BNPXUSXXX,90,671521.98,2.9,MEDIUM,REJECTED,2023-02-09,False,3,False,False,Kate Clarke,kate.clarke@gould.com,365.997.5954x508,1247498.82,50,2019-09-11,2023-06-24
VND-000330,V00330,Watson and Sons,Byrne-Thomas Ltd.,SUBCONTRACTOR,OIL_GAS,Australia,Queensland,Millerton,L6U 6XY,1 Ian Greens,,REG-AU-48827999,VAT637174813835915,TID-851741358,BNP Paribas,AU658341559991015767,BNPXAUXXX,30,1390431.75,3.5,LOW,EXPIRED,2023-04-22,False,4,False,False,Mrs. Samantha Rivera DDS,mrs..samantha.rivera@sanders.com,+44(0)306 999 0137,2515486.09,37,2016-07-05,2023-01-11
VND-000331,V00331,"Marsh, Smith and Bradley","Bryan, Richardson and Edwards LLC",SUPPLIER,OIL_GAS,Saudi Arabia,Dhahran,Wilsonmouth,FK58 7RB,"Flat 2
Gerald Gateway",Flat 18,REG-SA-38277083,VAT684495358523169,TID-398775349,Standard Chartered,SA154750988986456522,STANSAXXX,45,168464.19,3.5,LOW,PENDING,2020-07-22,True,5,False,False,Christian Baker,christian.baker@doherty.com,+44(0)141 496 0669,4897140.48,27,2021-06-13,2023-10-06
VND-000332,V00332,Brookes Group,Stewart-Shepherd LLC,SUPPLIER,MULTI,Saudi Arabia,Dammam,Jonathanbury,PE36 3NJ,95961 Christopher Underpass Apt. 286,,REG-SA-69703357,VAT242062575504759,TID-992320057,Standard Chartered,SA648820908830705349,STANSAXXX,60,837981.01,1.8,BLACKLISTED,REJECTED,2020-08-12,False,2,False,False,Tiffany Bates,tiffany.bates@williams.com,+44(0)1144960200,26817451.43,50,2020-02-02,2023-08-28
VND-000333,V00333,"Smith, Nielsen and Clarke",Davies Inc Corp.,SUPPLIER,CIVIL,Oman,Dhofar,North Aaron,CF49 9WD,7 Fraser Trail,,REG-OM-98735423,VAT140121978508499,TID-781286134,Standard Chartered,OM811528547815061853,STANOMXXX,60,595813.89,3.3,MEDIUM,APPROVED,2027-08-30,True,2,False,False,Dr Declan Vincent,dr.declan.vincent@bradshaw.com,693.840.6527x7584,2697721.7,13,2022-01-13,2022-01-17
VND-000334,V00334,"Jones, Townsend and Watts",Bolton and Sons Inc.,SUBCONTRACTOR,OIL_GAS,USA,California,Port Dylan,94694,"Studio 1
Cross Fords",Studio 05k,REG-US-81197288,VAT852071502994394,TID-620829153,Standard Chartered,US710617893206496935,STANUSXXX,45,176414.15,4.6,MEDIUM,APPROVED,2028-04-14,False,5,False,True,Alice Hall,alice.hall@miller.com,0117 4960510,1783883.17,39,2020-06-30,2024-03-14
VND-000335,V00335,Perry-Tucker,"Taylor, Akhtar and Taylor LLC",OEM,POWER,Saudi Arabia,Dhahran,Perryfort,B23 4HG,5 Roberts Landing,,REG-SA-85464898,VAT463881534101701,TID-380896497,Barclays,SA175156277963044836,BARCSAXXX,60,813157.9,3.7,LOW,APPROVED,2028-08-03,True,2,False,False,Joe Leonard,joe.leonard@daniels-mills.biz,0113 496 0178,2501969.27,30,2022-07-27,2023-10-13
VND-000336,V00336,Kirby Inc,"Wright, Harris and Turner LLC",SUBCONTRACTOR,OIL_GAS,Saudi Arabia,Jubail,East Marvin,E7W 7ZY,374 Snow Walk Apt. 394,,REG-SA-38247918,VAT702886114537523,TID-313073127,Standard Chartered,SA761995298006155810,STANSAXXX,60,583987.8,3.2,MEDIUM,APPROVED,2027-07-27,True,3,False,False,Dominic Ball,dominic.ball@carrillo-simon.com,+44118 4960083,7253653.55,23,2016-10-05,2024-03-21
VND-000337,V00337,"Adams, Hughes and Jackson","Oneill, Oconnor and Wang S.A.",SUBCONTRACTOR,POWER,France,Île-de-France,Port Shannon,L6 2XH,53701 Sarah Street Suite 244,Flat 63,REG-FR-65751363,VAT116595840193289,TID-897416495,HSBC,FR742440330416624111,HSBCFRXXX,60,556119.86,2.8,MEDIUM,PENDING,2020-07-14,True,4,False,False,Alexandra Parker,alexandra.parker@nichols-lam.biz,(314)648-8112x103,863295.88,42,2021-01-27,2022-11-07
VND-000338,V00338,"Brown, Johnston and Roberts",Drake-Gardner Inc.,SUPPLIER,CIVIL,USA,Texas,Port Shannonville,08815,2883 Ritter Throughway,Flat 5,REG-US-62834161,VAT519665340970507,TID-918943296,Bank of America,US737646136847488360,BANKUSXXX,60,147829.35,4.3,LOW,APPROVED,2028-10-26,True,5,False,False,Benjamin Jones,benjamin.jones@evans.com,+44(0)306 9990618,1022694.66,19,2021-02-16,2022-08-10
VND-000339,V00339,Scott LLC,Chavez Inc LLC,SUPPLIER,OIL_GAS,UAE,Sharjah,East Karl,SW05 1FE,7885 Colleen Bypass,,REG-AE-55347939,VAT269577482172482,TID-139202005,JPMorgan Chase,AE493793126978930746,JPMOAEXXX,60,1749398.55,3.8,LOW,PENDING,2020-01-12,False,3,False,False,Mr Geoffrey Lee,mr.geoffrey.lee@welch.com,01184960486,1848264.09,22,2018-08-09,2024-04-12
VND-000340,V00340,Brown-Robinson,Stephenson Ltd Ltd.,SUPPLIER,CIVIL,India,Rajasthan,Port Kennethton,E28 5EE,"Flat 12K
Carole Union",,REG-IN-94042431,VAT690634467162621,TID-623119911,Citibank,IN311616202812371067,CITIINXXX,45,2251909.39,3.1,LOW,APPROVED,2028-07-09,True,4,False,False,Brian Booth,brian.booth@white.com,604.648.8189,351878.44,5,2016-07-26,2024-05-06
VND-000341,V00341,"Dean, Walsh and Singh",Williams-Pacheco Ltd.,MANUFACTURER,POWER,UK,Wales,Goodwinton,11250,9 Harriet Valleys,,REG-GB-73148560,VAT106309208071084,TID-434836196,Bank of America,GB295894773522870562,BANKGBXXX,30,710962.48,2.5,MEDIUM,APPROVED,2027-05-27,True,4,True,False,Mrs Lydia Ross,mrs.lydia.ross@jones.com,532.228.3608x4937,1094920.89,49,2022-11-13,2023-01-20
VND-000342,V00342,"Fisher, Wong and Jimenez",Smith-Davis LLC,CONSULTANT,OIL_GAS,UAE,Ras Al Khaimah,New Dorothy,53656,292 Tammy Gateway Apt. 033,,REG-AE-85653133,VAT242653483239550,TID-955648194,BNP Paribas,AE439459648831921342,BNPXAEXXX,60,220880.5,1.5,HIGH,CONDITIONAL,2021-11-07,True,3,False,False,Jasmine Harris,jasmine.harris@beltran-jenkins.org,001-316-723-4190x3106,4679423.49,41,2020-11-09,2024-02-24
VND-000343,V00343,Burns-Hill,Gomez-Berg Ltd.,OEM,MULTI,India,Tamil Nadu,Thomasville,33545,2007 Harris Creek Suite 244,,REG-IN-77159209,VAT232064918624459,TID-358527922,Standard Chartered,IN481922270510287675,STANINXXX,60,318411.7,3.7,LOW,APPROVED,2028-05-25,True,3,False,False,Dr Paige Knowles,dr.paige.knowles@adams-taylor.com,(807)681-9754x37347,430323.47,29,2021-04-13,2024-03-16
VND-000344,V00344,"Ahmed, Collins and Andrews","Gibson, Taylor and Lewis Ltd.",SUPPLIER,CIVIL,UK,Scotland,Walkerberg,32118,"Flat 89
Teresa Parks",Apt. 058,REG-GB-61332565,VAT301542947566722,TID-902759981,Wells Fargo,GB347741865205756398,WELLGBXXX,60,1004830.31,2.8,HIGH,EXPIRED,2022-06-24,False,4,False,False,Maria Cruz,maria.cruz@adams.net,020 74960507,4363997.93,28,2015-02-13,2023-02-06
VND-000345,V00345,Taylor LLC,Johnson-Ball LLC,SUBCONTRACTOR,OIL_GAS,Saudi Arabia,Riyadh,North Jessica,N73 8AD,60376 Curtis Plaza,,REG-SA-33744145,VAT193248600388196,TID-550512628,ABN AMRO,SA294090797727810509,ABNXSAXXX,60,100959.63,3.4,MEDIUM,APPROVED,2028-10-08,True,4,False,True,Geraldine Roberts-Grant,geraldine.roberts-gr@gray.com,(01632) 960 233,18340497.19,45,2016-05-04,2022-04-25
